section,reference,display_title,depth,ifc_type,occupancy,design_phase,code_category,primary_responsibility,body
Section 202 General Definitions,disproportionate_earthquake_damage_,[BS] Disproportionate Earthquake Damage,2,Column|Wall|Beam,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Institutional (I),sd|dd|cd,structural_design,structural_engineer,"A condition of earthquake-related damage where both of the following occur: The 0.3-second spectral acceleration at the building site for the earthquake in question, as estimated by one of the following, is less than 30 percent of the mapped acceleration parameter SS: The United States Geological Survey's algorithm for the data point closest to the site. As determined from peer-reviewed seismograph records from the site or from locations closer to the site than the algorithm-provided data points. The vertical elements of the lateral force-resisting system have suffered damage such that the lateral load-carrying capacity of any story in any horizontal direction has been reduced by more than 10 percent from its pre-earthquake condition."
Section 202 General Definitions,emergency_escape_and_rescue_opening_,[BE] Emergency Escape and Rescue Opening,2,Window|Door|Wall,Residential (R)|Institutional (I)|Educational (E),sd|dd|cd,means_of_egress,architect,"An operable exterior window, door or other similar device that provides for a means of escape and access for rescue in the event of an emergency."
Section 202 General Definitions,equipment_or_fixture_,Equipment or Fixture,2,BuildingElementProxy|Elevator,Business (B)|Factory and Industrial (F)|Institutional (I)|Mercantile (M)|Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,"Any plumbing, heating, electrical, ventilating, air conditioning, refrigerating and fire protection equipment; and elevators, dumbwaiters, escalators, boilers, pressure vessels and other mechanical facilities; or installations that are related to building services. Equipment or fixture shall not include manufacturing, production or process equipment, but shall include connections from building service to process equipment."
Section 202 General Definitions,existing_building_,[A] Existing Building,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),concept|sd|dd|cd,occupancy_classification,architect,"A building erected prior to the date of adoption of the appropriate code, or one for which a legal building permit has been issued."
Section 202 General Definitions,existing_structure_,[A] Existing Structure,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|High Hazard (H),concept|sd|dd|cd,occupancy_classification,architect,"A structure erected prior to the date of adoption of the appropriate code, or one for which a legal building permit has been issued."
Section 202 General Definitions,exterior_wall_covering_,[BF] Exterior Wall Covering,2,Covering|Wall,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Mercantile (M),sd|dd|cd,assemblies_envelope,architect,"A material or assembly of materials applied on the exterior side of exterior walls for the purpose of providing a weather-resisting barrier, insulation or for aesthetics, including but not limited to, veneers, siding, exterior insulation and finish systems, architectural trim and embellishments, such as cornices, soffits, facias, gutters and leaders."
Section 202 General Definitions,exterior_wall_envelope_,[BF] Exterior Wall Envelope,2,Wall|Slab|Roof|Covering|BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,assemblies_envelope,architect,"A system or assembly of exterior wall components, including exterior wall finish materials, that provides protection of the building structural members, including framing and sheathing materials, and conditioned interior space from the detrimental effects of the exterior environment."
Section 202 General Definitions,facility_,[A] Facility,2,BuildingElementProxy|Wall|Door|Ramp|Slab,Assembly (A)|Business (B)|Educational (E)|Mercantile (M)|Residential (R),concept|sd|dd|cd,accessibility,architect,"All or any portion of buildings, structures, site improvements, elements and pedestrian or vehicular routes located on a site."
Section 202 General Definitions,flood_hazard_area_,[BS] Flood Hazard Area,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),concept|sd|dd,site_planning,civil_engineer,"The greater of the following two areas: The area within a flood plain subject to a 1-percent or greater chance of flooding in any year. The area designated as a flood hazard area on a community's flood hazard map, or otherwise legally designated."
Section 202 General Definitions,historic_building_,[A] Historic Building,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Mercantile (M),concept|sd|dd|cd,special_construction,architect,"Any building or structure that is one or more of the following: Listed, or certified as eligible for listing, by the State Historic Preservation Officer or the Keeper of the National Register of Historic Places, in the National Register of Historic Places. Designated as historic under an applicable state or local law. Certified as a contributing resource within a National Register, state designated or locally designated historic district."
Section 202 General Definitions,listed_,[A] Listed,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|High Hazard (H),cd,finishes_materials,architect,"Equipment, materials, products or services included in a list published by an organization acceptable to the code official and concerned with evaluation of products or services that maintains periodic inspection of production of listed equipment or materials or periodic evaluation of services and whose listing states either that the equipment, material, product or service meets identified standards or has been tested and found suitable for a specified purpose. Terms that are used to identify listed equipment, products or materials include ""listed,"" ""certified,""""classified"" or other terms as determined appropriate by the listing organization."
Section 202 General Definitions,lowest_floor_,[BS] Lowest Floor,2,Slab|Wall|Door,Residential (R)|Assembly (A)|Business (B),sd|dd|cd,site_planning,architect,"The lowest floor of the lowest enclosed area, including basement, but excluding any unfinished or flood-resistant enclosure, usable solely for vehicle parking, building access or limited storage provided that such enclosure is not built so as to render the structure in violation of Section 1612 of the International Building Code or Section R322 of the International Residential Code, as applicable."
Section 202 General Definitions,noncombustible_material_,[BF] Noncombustible Material,2,Wall|Roof|Slab|Column|Beam,Assembly (A)|Business (B)|Residential (R),sd|dd|cd,finishes_materials,architect,"A material that, under the conditions anticipated, will not ignite or burn when subjected to fire or heat. Materials that pass ASTM E136 are considered noncombustible materials."
Section 202 General Definitions,occupiable_roof_,[BG] Occupiable Roof,2,Roof|Slab|Railing|Stair|Door,Assembly (A)|Business (B)|Residential (R),sd|dd|cd,means_of_egress,architect,"An exterior space on a roof that is designed for human occupancy, other than maintenance or repair, and which is equipped with a means of egress system meeting the requirements of this code."
Section 202 General Definitions,peer_review_,[A] Peer Review,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Institutional (I),cd,special_construction,owner,An independent and objective technical review conducted by an approved third party.
Section 202 General Definitions,photovoltaic_panel_system_,[BS] Photovoltaic Panel System,2,BuildingElementProxy|Roof|Slab|Covering,Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R)|Mercantile (M),sd|dd|cd,special_construction,architect,"A system that incorporates discrete photovoltaic panels, that converts solar radiation into electricity, including rack support systems."
Section 202 General Definitions,primary_function_,Primary Function,2,Door|Slab|Wall|BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Mercantile (M),concept|sd|dd|cd,accessibility,architect,"A primary function is a major activity for which the facility is intended. Areas that contain a primary function include, but are not limited to, the customer services lobby of a bank, the dining area of a cafeteria, the meeting rooms in a conference center, as well as offices and other work areas in which the activities of the public accommodation or other private entity using the facility are carried out. Mechanical rooms, boiler rooms, supply storage rooms, employee lounges or locker rooms, janitorial closets, entrances, corridors and restrooms are not areas containing a primary function."
Section 202 General Definitions,registered_design_professional_in_responsible_charge_,[A] Registered Design Professional in Responsible Charge,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,occupancy_classification,architect,"A registered design professional engaged by the owner or the owner's authorized agent to review and coordinate certain aspects of the project, as determined by the code official, for compatibility with the design of the building or structure, including submittal documents prepared by others, deferred submittal documents and phased submittal documents."
Section 202 General Definitions,relocatable_building_,[A] Relocatable Building,2,BuildingElementProxy|Wall|Roof|Slab|Door,Business (B)|Educational (E)|Assembly (A)|Residential (R)|Utility and Miscellaneous (U),concept|sd|dd|cd,special_construction,architect,A partially or completely assembled building constructed and designed to be reused multiple times and transported to different building sites.
Section 202 General Definitions,repair_,[A] Repair,2,Wall|Roof|Slab|Door|Window,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Mercantile (M),sd|dd|cd,special_construction,architect,"The reconstruction, replacement or renewal of any part of an existing building for the purpose of its maintenance or to correct damage."
Section 202 General Definitions,reroofing_,[BS] Reroofing,2,Roof|Covering,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Mercantile (M),sd|dd|cd,assemblies_envelope,architect,"The process of recovering or replacing an existing roof covering. See ""Roof recover"" and ""Roof replacement."""
Section 202 General Definitions,risk_category_,[BS] Risk Category,2,BuildingElementProxy|Column|Wall|Slab|Roof,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Institutional (I),sd|dd|cd,structural_design,structural_engineer,"A categorization of buildings and other structures for determination of flood, wind, snow, ice and earthquake loads based on the risk associated with unacceptable performance, as provided in Section 1604.5 of the International Building Code."
Section 202 General Definitions,roof_coating_,[BS] Roof Coating,2,Roof|Covering,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|High Hazard (H),dd|cd,finishes_materials,architect,"A fluid-applied adhered coating used for roof maintenance, roof repair or as a component of a roof covering system or roof assembly."
Section 202 General Definitions,roof_recover_,[BS] Roof Recover,2,Roof|Slab|Covering,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,assemblies_envelope,architect,The process of installing an additional roof covering over a prepared existing roof covering without removing the existing roof covering.
Section 202 General Definitions,roof_repair_,[BS] Roof Repair,2,Roof,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Mercantile (M),sd|dd|cd,assemblies_envelope,architect,Reconstruction or renewal of any part of an existing roof for the purpose of correcting damage or restoring the predamage condition.
Section 202 General Definitions,roof_replacement_,[BS] Roof Replacement,2,Roof|Slab|Covering,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Mercantile (M),sd|dd|cd,assemblies_envelope,architect,"The process of removing the existing roof covering, repairing any damaged substrate and installing a new roof covering."
Section 202 General Definitions,storm_shelter_,[BG] Storm Shelter,2,Wall|Roof|Slab|Door|Window,Assembly (A)|Educational (E)|Institutional (I),sd|dd|cd,special_construction,architect,"A building, structure or portions thereof, constructed in accordance with ICC 500, designated for use during hurricanes, tornadoes or other severe windstorms."
Section 202 General Definitions,substantial_damage_,[BS] Substantial Damage,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,site_planning,architect,"For the purpose of determining compliance with the flood provisions of this code, damage of any origin sustained by a structure whereby the cost of restoring the structure to its before-damaged condition would equal or exceed 50 percent of the market value of the structure before the damage occurred."
Section 202 General Definitions,substantial_improvement_,[BS] Substantial Improvement,2,Wall|Roof|Slab|Door|Window,Business (B)|Residential (R)|Assembly (A)|Mercantile (M)|Institutional (I),sd|dd|cd,site_planning,architect,"For the purpose of determining compliance with the flood provisions of this code, any repair, alteration, addition or improvement of a building or structure, the cost of which equals or exceeds 50 percent of the market value of the structure, before the improvement or repair is started. If the structure has sustained substantial damage, any repairs are considered substantial improvement regardless of the actual repair work performed. The term does not, however, include either of the following: Any project for improvement of a building required to correct existing health, sanitary or safety code violations identified by the code official and that is the minimum necessary to ensure safe living conditions. Any alteration of a historic structure, provided that the alteration will not preclude the structure's continued designation as a historic structure."
Section 202 General Definitions,substantial_structural_alteration_,[BS] Substantial Structural Alteration,2,Beam|Column|Slab|Roof|Footing,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,structural_design,structural_engineer,"An alteration in which the gravity load-carrying structural elements altered within a 5-year period support more than 30 percent of the total floor and roof area of the building or structure. The areas to be counted toward the 30 percent shall include mezzanines, penthouses, and in-filled courts and shafts tributary to the altered structural elements."
Section 202 General Definitions,substantial_structural_damage_,[BS] Substantial Structural Damage,2,Column|Beam|Slab|Wall|Roof,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Institutional (I),sd|dd|cd,structural_design,structural_engineer,"A condition where any of the following apply: The vertical elements of the lateral force-resisting system have suffered damage such that the lateral load-carrying capacity of any story in any horizontal direction has been reduced by more than 33 percent from its predamage condition. The capacity of any vertical component carrying gravity load, or any group of such components, that has a tributary area more than 30 percent of the total area of the structure's floor(s) and roof(s) has been reduced more than 20 percent from its predamage condition, and the remaining capacity of such affected elements, with respect to all dead and live loads, is less than 75 percent of that required by the International Building Code for new buildings of similar structure, purpose and location. The capacity of any structural component carrying snow load, or any group of such components, that supports more than 30 percent of the roof area of similar construction has been reduced more than 20 percent from its predamage condition, and the remaining capacity with respect to dead, live and snow loads is less than 75 percent of that required by the International Building Code for new buildings of similar structure, purpose and location. For purposes of this definition, work done to implement repairs shall not be considered damage that reduces structural capacity."
Section 202 General Definitions,technically_infeasible_,Technically Infeasible,2,Wall|Column|Bearing|BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Mercantile (M)|Residential (R),sd|dd|cd,accessibility,architect,"An alteration of a facility that has little likelihood of being accomplished because the existing structural conditions require the removal or alteration of a load-bearing member that is an essential part of the structural frame, or because other existing physical or site constraints prohibit modification or addition of elements, spaces or features which are in full and strict compliance with the minimum requirements for new construction and which are necessary to provide accessibility."
Section 202 General Definitions,unsafe_,Unsafe,2,Wall|Door|Window|Slab|Roof,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Mercantile (M),sd|dd|cd,fire_resistance_smoke_protection,architect,"Buildings, structures or equipment that are unsanitary, or that are deficient due to inadequate means of egress facilities, inadequate light and ventilation, or that constitute a fire hazard, or in which the structure or individual structural members meet the definition of ""Dangerous,"" or that are otherwise dangerous to human life or the public welfare, or that involve illegal or improper occupancy or inadequate maintenance shall be deemed unsafe. A vacant structure that is not secured against entry shall be deemed unsafe."
Section 202 General Definitions,work_area_,Work Area,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,occupancy_classification,architect,That portion or portions of a building consisting of all reconfigured spaces as indicated on the construction documents. Work area excludes other portions of the building where incidental work entailed by the intended work must be performed and portions of the building where work not initially intended by the owner is specifically required by this code.
