id,ifc_type,occupancy,design_phase,code_category,primary_responsibility
M1307.2,BuildingElementProxy|Wall|Slab,Residential (R)|Business (B),dd|cd,mechanical_systems,mechanical_engineer
M1307.3,BuildingElementProxy,Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer
M1307.3.1,BuildingElementProxy|Wall|Slab,Business (B)|Factory and Industrial (F)|High Hazard (H)|Mercantile (M)|Storage (S),sd|dd|cd,mechanical_systems,mechanical_engineer
M1307.4,Wall|Slab|Door|Window,Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer
M1307.4.1,Wall|Slab|Door|Window|BuildingElementProxy,Factory and Industrial (F)|High Hazard (H)|Utility and Miscellaneous (U),sd|dd|cd,hazardous_materials,mechanical_engineer
M1307.4.1.1,Wall|Window,Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer
M1307.4.1.2,Wall|Window|Door|BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Utility and Miscellaneous (U),dd|cd,mechanical_systems,mechanical_engineer
M1307.4.2,MechanicalSystem|Wall|Slab|Door,Factory and Industrial (F)|High Hazard (H)|Utility and Miscellaneous (U),sd|dd|cd,mechanical_systems,mechanical_engineer
M1307.4.3,BuildingElementProxy|MechanicalSystem,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|High Hazard (H),dd|cd,mechanical_systems,mechanical_engineer
M1307.5,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,electrical_systems,electrical_engineer
M1307.6,PlumbingSystems,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Institutional (I),dd|cd,plumbing_systems,mechanical_engineer
M1307.7,Slab|Wall|Covering,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer
M1308,,,,none,none
M1308.1,Wall|Beam|Column|Slab,Residential (R)|Business (B)|Assembly (A)|Educational (E),sd|dd|cd,structural_design,structural_engineer
M1308.2,Wall|Slab|BuildingElementProxy,Business (B)|Residential (R)|Assembly (A)|Educational (E)|Mercantile (M),dd|cd,mechanical_systems,mechanical_engineer
M1308.2.1,Wall|Slab|Beam,Assembly (A)|Business (B)|Educational (E)|Residential (R),cd|ca,plumbing_systems,mechanical_engineer
M1308.2.2,Wall|Slab|Beam|BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),cd|ca,plumbing_systems,mechanical_engineer
M1308.2.3,Wall|Slab|Beam,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Mercantile (M),dd|cd,mechanical_systems,mechanical_engineer
