id,section,reference,displayTitle,depth,body
29.2902,Section 2902 Minimum Plumbing Facilities,2902.2.1,[P]  2902.2.1 Family or Assisted-Use Toilet Facilities Serving as Separate Facilities,3,"Where a building or tenant space requires a separate toilet facility for each sex and each toilet facility is required to have only one water closet, two family or assisted-use toilet facilities shall be permitted to serve as the required separate facilities. Family or assisted-use toilet facilities shall not be required to be identified for exclusive use by either sex as required by Section 2902.4."
29.2902,Section 2902 Minimum Plumbing Facilities,2902.3,[P]  2902.3 Employee and Public Toilet Facilities,2,"For structures and tenant spaces intended for public utilization, customers, patrons and visitors shall be provided with public toilet facilities. Employees associated with structures and tenant spaces shall be provided with toilet facilities. The number of plumbing fixtures located within the required toilet facilities shall be provided in accordance with Section 2902 for all users. Employee toilet facilities shall be either separate or combined employee and public toilet facilities. Exception: Public toilet facilities shall not be required for:Parking garages where operated without parking attendants.Structures and tenant spaces intended for quick transactions, including takeout, pickup and drop-off, having a public access area less than or equal to 300 square feet (28 m2)."
29.2902,Section 2902 Minimum Plumbing Facilities,2902.3.1,[P]  2902.3.1 Access,3,"The route to the public toilet facilities required by Section 2902.3 shall not pass through kitchens, storage rooms or closets. Access to the required facilities shall be from within the building or from the exterior of the building. Routes shall comply with the accessibility requirements of this code. The public shall have access to the required toilet facilities at all times that the building is occupied."
29.2902,Section 2902 Minimum Plumbing Facilities,2902.3.2,[P]  2902.3.2 Prohibited Toilet Room Location,3,Toilet rooms shall not open directly into a room used for the preparation of food for service to the public.
29.2902,Section 2902 Minimum Plumbing Facilities,2902.3.3,[P]  2902.3.3 Location of Toilet Facilities in Occupancies Other Than Malls,3,"In occupancies other than covered and open mall buildings, the required public and employee toilet facilities shall be located not more than one story above or below the space required to be provided with toilet facilities, and the path of travel to such facilities shall not exceed a distance of 500 feet (152 m).Exception: The location and maximum distances of travel to required employee facilities in factory and industrial occupancies are permitted to exceed that required by this section, provided that the location and maximum distance of travel are approved."
29.2902,Section 2902 Minimum Plumbing Facilities,2902.3.4,[P]  2902.3.4 Location of Toilet Facilities in Malls,3,"In covered and open mall buildings, the required public and employee toilet facilities shall be located not more than one story above or below the space required to be provided with toilet facilities, and the path of travel to such facilities shall not exceed a distance of 300 feet (91 mm). In mall buildings, the required facilities shall be based on total square footage (m2) within a covered mall building or within the perimeter line of an open mall building, and facilities shall be installed in each individual store or in a central toilet area located in accordance with this section. The maximum distance of travel to central toilet facilities in mall buildings shall be measured from the main entrance of any store or tenant space. In mall buildings, where employees' toilet facilities are not provided in the individual store, the maximum distance of travel shall be measured from the employees' work area of the store or tenant space."
29.2902,Section 2902 Minimum Plumbing Facilities,2902.3.5,[P]  2902.3.5 Pay Facilities,3,"Where pay facilities are installed, such facilities shall be in excess of the required minimum facilities. Required facilities shall be free of charge."
29.2902,Section 2902 Minimum Plumbing Facilities,2902.3.6,[P]  2902.3.6 Door Locking,3,"Where a toilet room is provided for the use of multiple occupants, the egress door for the room shall not be lockable from the inside of the room. This section does not apply to family or assisted-use toilet rooms."
29.2902,Section 2902 Minimum Plumbing Facilities,2902.4,"<span class = ""code_addition"">[NY]</span>  2902.4 Signage",2,"Required public facilities shall be provided with signs that designate the sex, as required by Section 2902.2. Signs shall be readily visible and located near the entrance to each toilet facility. Signs for accessible toilet facilities shall comply with Section 1111. Exceptions: Single-user facilities shall be designated as gender neutral. Multi-user facilities designed to serve all genders shall not be designated by sex."
29.2902,Section 2902 Minimum Plumbing Facilities,2902.4.1,[P]  2902.4.1 Directional Signage,3,"Directional signage indicating the route to the required public toilet facilities shall be posted in a lobby, corridor, aisle or similar space, such that the sign can be readily seen from the main entrance to the building or tenant space."
29.2902,Section 2902 Minimum Plumbing Facilities,2902.5,[P]  2902.5 Drinking Fountain Location,2,"Drinking fountains shall not be required to be located in individual tenant spaces provided that public drinking fountains are located within a distance of travel of 500 feet (152 m) of the most remote location in the tenant space and not more than one story above or below the tenant space. Where the tenant space is in a covered or open mall, such distance shall not exceed 300 feet (91 440 mm). Drinking fountains shall be located on an accessible route."
29.2902,Section 2902 Minimum Plumbing Facilities,2902.6,[P]  2902.6 Small Occupancies,2,Drinking fountains shall not be required for an occupant load of 15 or fewer.
29.2902,Section 2902 Minimum Plumbing Facilities,new_2902.7,[NY]  2902.7 Buildings Required to Provide Alternative Potable Water Access,2,"Buildings five or more stories in height that supply potable water from a public water main with the assistance of pumps to dwelling units or sleeping units in Groups I-1, I-2, R-1, R-2, and R-4 occupancies shall provide emergency water fixtures. These fixtures shall, in an emergency when such pumps are inoperable, supply potable water from the public water main to the building using only the available pressure in the public water main. Such fixtures shall comply with Sections 2902.7.1 through 2902.7.4. Exception: Buildings where the pumps used to supply the potable water are connected to an emergency or a standby power system that complies with the requirements of Chapter 27 of the Building Code of New York State."
29.2902,Section 2902 Minimum Plumbing Facilities,new_2902.7.1,[NY]  2902.7.1 Emergency Water Fixture,3,Fixtures capable of supplying an emergency source of potable water in accordance with this section shall consist of either a faucet or a fixture suitable for supplying drinking water for human ingestion conforming to Sections 424.1 and 424.1.1 of the Plumbing Code of New York State. Waste fittings shall comply with Section 424.1.2 of the Plumbing Code of New York State. Fixtures shall discharge to one of the following: A sink conforming to Section 418 of the Plumbing Code of New York State. A floor drain conforming to Section 412 of the Plumbing Code of New York State.
29.2902,Section 2902 Minimum Plumbing Facilities,new_2902.7.2,[NY]  2902.7.2 Number of Emergency Water Fixtures Required,3,One such fixture shall be provided for each 100 occupants as determined by the occupant load of the building.
29.2902,Section 2902 Minimum Plumbing Facilities,new_2902.7.3,[NY]  2902.7.3 Access to Emergency Water Fixtures,3,"Fixtures capable of supplying an emergency source of potable water in accordance with this section shall comply with all of the following: Fixtures shall be located indoors, in one or more common areas of the building, and shall not be located in a bathroom or toilet room. At least 5 percent but not less than one emergency water fixture shall be accessible and on an accessible route complying with Section 1104.3 of the Building Code of New York State. Accessible sinks and fixtures shall comply with ICC A117.1. Floor drains shall not be used in conjunction with accessible emergency water fixtures."
29.2902,Section 2902 Minimum Plumbing Facilities,new_2902.7.4,[NY]  2902.7.4 Signage,3,"Fixtures capable of supplying an emergency source of potable water in accordance with this section shall be identified by a legible sign stating: ""EMERGENCY DRINKING WATER."" Signs shall be readily visible and located near such fixtures and on the door to any room or closet in which such a fixture is located."
