id,section,reference,displayTitle,depth,body
14.1404,Section 1404 Installation of Wall Coverings,1404.2,1404.2 Weather Protection,2,"Exterior walls shall provide weather protection for the building. The materials of the minimum nominal thickness specified in Table 1404.2 shall be acceptable as approved weather coverings. TABLE 1404.2 MINIMUM THICKNESS OF WEATHER COVERINGS COVERING TYPE MINIMUM THICKNESS (inches) Adhered masonry veneer Architectural cast stone 0.75 Other 0.25 Aluminum siding 0.019 Anchored masonry veneer Stone (natural) 2.0 Architectural cast stone 1.25 Other 2.0 Asbestos-cement boards 0.125 Asbestos shingles 0.156 Cold-rolled copperd 0.0216 nominal Copper shinglesd 0.0162 nominal Exterior plywood (with sheathing) 0.313 Exterior plywood (without sheathing) See Section 2304.6 Fiber cement lap siding 0.25c Fiber cement panel siding 0.25c Fiberboard siding 0.5 Glass-fiber reinforced concrete panels 0.375 Hardboard sidingc 0.25 High-yield copperd 0.0162 nominal Lead-coated copperd 0.0216 nominal Lead-coated high-yield copper 0.0162 nominal Marble slabs 1 Particleboard (with sheathing) See Section 2304.6 Particleboard (without sheathing) See Section 2304.6 Porcelain tile 0.25 Steel (approved corrosion resistant) 0.0149 Structural glass 0.344 Stucco or exterior cement plaster Three-coat work over: Metal plaster base 0.875b Unit masonry 0.625b Cast-in-place or precast concrete 0.625b Two-coat work over: Unit masonry 0.5b Cast-in-place or precast concrete 0.375b Terra cotta (anchored) 1 Terra cotta (adhered) 0.25 Vinyl siding 0.035 Wood shingles 0.375 Wood siding (without sheathing)a 0.5 For SI: 1 inch = 25.4 mm, 1 ounce = 28.35 g, 1 square foot = 0.093 m2. Wood siding of thicknesses less than 0.5 inch shall be placed over sheathing that conforms to Section 2304.6. Exclusive of texture. As measured at the bottom of decorative grooves. 16 ounces per square foot for cold-rolled copper and lead-coated copper, 12 ounces per square foot for copper shingles, high-yield copper and lead-coated high-yield copper."
14.1404,Section 1404 Installation of Wall Coverings,1404.3,1404.3 Vapor Retarders,2,"Vapor retarders as described in Section 1404.3.3 shall be provided in accordance with Sections 1404.3.1 and 1404.3.2, or an approved design using accepted engineering practice for hydrothermal analysis."
14.1404,Section 1404 Installation of Wall Coverings,1404.3.1,1404.3.1 Class I and II Vapor Retarders,3,"Class I and II vapor retarders shall not be provided on the interior side of frame walls in Zones 1 and 2. Class I vapor retarders shall not be provided on the interior side of frame walls in Zones 3 and 4 other than Marine 4. Class I or II vapor retarders shall be provided on the interior side of frame walls in Zones 5, 6, 7, 8 and Marine 4. The appropriate zone shall be selected in accordance with Chapter 3 [CE] of the Energy Conservation Code of New York State-Commercial Provisions. Exceptions: Basement walls.Below-grade portion of any wall.Construction where moisture or its freezing will not damage the materials.Conditions where Class III vapor retarders are required in Section 1404.3.2."
14.1404,Section 1404 Installation of Wall Coverings,1404.3.2,1404.3.2 Class III Vapor Retarders,3,"Class III vapor retarders shall be permitted where any one of the conditions in Table 1404.3.2 is met. Only Class III vapor retarders shall be used on the interior side of frame walls where foam plastic insulating sheathing with a perm rating of less than 1 is applied in accordance with Table 1404.3.2 on the exterior side of the frame wall. TABLE 1404.3.2 CLASS III VAPOR RETARDERS ZONE CLASS III VAPOR RETARDERS PERMITTED FOR:a Marine 4 Vented cladding over wood structural panels Vented cladding over fiberboard Vented cladding over gypsum Continuous insulation with R-value ≥ R2.5 over 2 × 4 wall Continuous insulation with R-value ≥ R3.75 over 2 × 6 wall 5 Vented cladding over wood structural panels Vented cladding over fiberboard Vented cladding over gypsum Continuous insulation with R-value ≥ R5 over 2 × 4 wall Continuous insulation with R-value ≥ R7.5 over 2 × 6 wall 6 Vented cladding over fiberboard Vented cladding over gypsum Continuous insulation with R-value ≥ R7.5 over 2 × 4 wall Continuous insulation with R-value ≥ R11.25 over 2 × 6 wall 7 and 8 Continuous insulation with R-value ≥ R10 over 2 × 4 wall Continuous insulation with R-value ≥ R15 over 2 × 6 wall Spray foam with a maximum permanence of 1.5 perms at the installed thickness applied to the interior cavity side of wood structural panels, fiberboard, insulating sheathing or gypsum is deemed to meet the continuous insulation requirement where the spray foam R-value meets or exceeds the specified insulating sheathing R-value."
14.1404,Section 1404 Installation of Wall Coverings,1404.3.3,1404.3.3 Material Vapor Retarder Class,3,"The vapor retarder class shall be based on the manufacturer's certified testing or a tested assembly.The following shall be deemed to meet the class specified: Class I:Sheet polyethylene, nonperforated aluminum foil with a perm rating of less than or equal to 0.1.Class II:Kraft-faced fiberglass batts or paint with a perm rating greater than 0.1 and less than or equal to 1.0.Class III:Latex or enamel paint with a perm rating of greater than 1.0 and less than or equal to 10.0."
14.1404,Section 1404 Installation of Wall Coverings,1404.3.4,1404.3.4 Minimum Clear Airspaces and Vented Openings for Vented Cladding,3,"For the purposes of this section, vented cladding shall include the following minimum clear airspaces:Vinyl, polypropylene or horizontal aluminum siding applied over a weather-resistive barrier as specified in this chapter.Brick veneer with a clear airspace as specified in this code.Other approved vented claddings."
14.1404,Section 1404 Installation of Wall Coverings,1404.4,1404.4 Flashing,2,"Flashing shall be installed in such a manner so as to prevent moisture from entering the wall or to redirect that moisture to the exterior. Flashing shall be installed at the perimeters of exterior door and window assemblies, penetrations and terminations of exterior wall assemblies, exterior wall intersections with roofs, chimneys, porches, decks, balconies and similar projections and at built-in gutters and similar locations where moisture could enter the wall. Flashing with projecting flanges shall be installed on both sides and the ends of copings, under sills and continuously above projecting trim. Where self-adhered membranes are used as flashings of fenestration in wall assemblies, those self-adhered flashings shall comply with AAMA 711. Where fluid applied membranes are used as flashing for exterior wall openings, those fluid applied membrane flashings shall comply with AAMA 714."
14.1404,Section 1404 Installation of Wall Coverings,1404.4.1,1404.4.1 Exterior Wall Pockets,3,"In exterior walls of buildings or structures, wall pockets or crevices in which moisture can accumulate shall be avoided or protected with caps or drips, or other approved means shall be provided to prevent water damage."
14.1404,Section 1404 Installation of Wall Coverings,1404.4.2,1404.4.2 Masonry,3,"Flashing and weep holes in anchored veneer designed in accordance with Section 1404.6 shall be located not more than 10 inches (245 mm) above finished ground level above the foundation wall or slab. At other points of support including structural floors, shelf angles and lintels, flashing and weep holes shall be located in the first course of masonry above the support."
14.1404,Section 1404 Installation of Wall Coverings,1404.5,1404.5 Wood Veneers,2,"Wood veneers on exterior walls of buildings of Type I, II, III and IV construction shall be not less than 1 inch (25 mm) nominal thickness, 0.438-inch (11.1 mm) exterior hardboard siding or 0.375-inch (9.5 mm) exterior-type wood structural panels or particleboard and shall conform to the following:The veneer shall not exceed 40 feet (12 190 mm) in height above grade. Where fire-retardant-treated wood is used, the height shall not exceed 60 feet (18 290 mm) in height above grade.The veneer is attached to or furred from a noncombustible backing that is fire-resistance rated as required by other provisions of this code.Where open or spaced wood veneers (without concealed spaces) are used, they shall not project more than 24 inches (610 mm) from the building wall."
14.1404,Section 1404 Installation of Wall Coverings,1404.6,[BS]  1404.6 Anchored Masonry Veneer,2,Anchored masonry veneer shall comply with the provisions of Sections 1404.6 through 1404.9 and Sections 12.1 and 12.2 of TMS 402.
14.1404,Section 1404 Installation of Wall Coverings,1404.6.1,[BS]  1404.6.1 Tolerances,3,Anchored masonry veneers in accordance with Chapter 14 are not required to meet the tolerances in Article 3.3 F1 of TMS 602.
14.1404,Section 1404 Installation of Wall Coverings,1404.6.2,[BS]  1404.6.2 Seismic Requirements,3,"Anchored masonry veneer located in Seismic Design Category C, D, E or F shall conform to the requirements of Section 12.2.2.11 of TMS 402."
14.1404,Section 1404 Installation of Wall Coverings,1404.7,[BS]  1404.7 Stone Veneer,2,"Anchored stone veneer units not exceeding 10 inches (254 mm) in thickness shall be anchored directly to masonry, concrete or to stud construction by one of the following methods:With concrete or masonry backing, anchor ties shall be not less than 0.1055-inch (2.68 mm) corrosion-resistant wire, or approved equal, formed beyond the base of the backing. The legs of the loops shall be not less than 6 inches (152 mm) in length bent at right angles and laid in the mortar joint, and spaced so that the eyes or loops are 12 inches (305 mm) maximum on center in both directions. There shall be provided not less than a 0.1055-inch (2.68 mm) corrosion-resistant wire tie, or approved equal, threaded through the exposed loops for every 2 square feet (0.2 m2) of stone veneer. This tie shall be a loop having legs not less than 15 inches (381 mm) in length bent so that the tie will lie in the stone veneer mortar joint. The last 2 inches (51 mm) of each wire leg shall have a right-angle bend. One-inch (25 mm) minimum thickness of cement grout shall be placed between the backing and the stone veneer.With wood stud backing, a 2-inch by 2-inch (51 by 51 mm) 0.0625-inch (1.59 mm) zinc-coated or nonmetallic coated wire mesh with two layers of water-resistive barrier in accordance with Section 1403.2 shall be applied directly to wood studs spaced not more than 16 inches (406 mm) on center. On studs, the mesh shall be attached with 2-inch-long (51 mm) corrosion-resistant steel wire furring nails at 4 inches (102 mm) on center providing a minimum 1.125-inch (29 mm) penetration into each stud and with 8d annular threaded nails at 8 inches (203 mm) on center. into top and bottom plates or with equivalent wire ties. There shall be not less than a 0.1055-inch (2.68 mm) zinc-coated or nonmetallic coated wire, or approved equal, attached to the stud with not smaller than an 8d (0.120 in. diameter) annular threaded nail for every 2 square feet (0.2 m2) of stone veneer. This tie shall be a loop having legs not less than 15 inches (381 mm) in length, so bent that the tie will lie in the stone veneer mortar joint. The last 2 inches (51 mm) of each wire leg shall have a right-angle bend. One-inch (25 mm) minimum thickness of cement grout shall be placed between the backing and the stone veneer.With cold-formed steel stud backing, a 2-inch by 2-inch (51 by 51 mm) 0.0625-inch (1.59 mm) zinc-coated or nonmetallic coated wire mesh with two layers of water-resistive barrier in accordance with Section 1403.2 shall be applied directly to steel studs spaced a not more than 16 inches (406 mm) on center. The mesh shall be attached with corrosion-resistant #8 self-drilling, tapping screws at 4 inches (102 mm) on center, and at 8 inches (203 mm) on center into top and bottom tracks or with equivalent wire ties. Screws shall extend through the steel connection not fewer than three exposed threads. There shall be not less than a 0.1055-inch (2.68 mm) corrosion-resistant wire, or approved equal, attached to the stud with not smaller than a #8 self-drilling, tapping screw extending through the steel framing not fewer than three exposed threads for every 2 square feet (0.2 m2) of stone veneer. This tie shall be a loop having legs not less than 15 inches (381 mm) in length, so bent that the tie will lie in the stone veneer mortar joint. The last 2 inches (51 mm) of each wire leg shall have a right-angle bend. One-inch (25 mm) minimum thickness of cement grout shall be placed between the backing and the stone veneer. The cold-formed steel framing members shall have a minimum bare steel thickness of 0.0428 inches (1.087 mm)."
14.1404,Section 1404 Installation of Wall Coverings,1404.8,[BS]  1404.8 Slab-Type Veneer,2,"Anchored slab-type veneer units not exceeding 2 inches (51 mm) in thickness shall be anchored directly to masonry, concrete or light-frame construction. For veneer units of marble, travertine, granite or other stone units of slab form, ties of corrosion-resistant dowels in drilled holes shall be located in the middle third of the edge of the units, spaced not more than 24 inches (610 mm) apart around the periphery of each unit with not less than four ties per veneer unit. Units shall not exceed 20 square feet (1.9 m2) in area. If the dowels are not tight fitting, the holes shall be drilled not more than 0.063 inch (1.6 mm) larger in diameter than the dowel, with the hole countersunk to a diameter and depth equal to twice the diameter of the dowel in order to provide a tight-fitting key of cement mortar at the dowel locations where the mortar in the joint has set. Veneer ties shall be corrosion-resistant metal capable of resisting, in tension or compression, a force equal to two times the weight of the attached veneer. If made of sheet metal, veneer ties shall be not smaller in area than 0.0336 by 1 inch (0.853 by 25 mm) or, if made of wire, not smaller in diameter than 0.1483-inch (3.76 mm) wire."
14.1404,Section 1404 Installation of Wall Coverings,1404.9,[BS]  1404.9 Terra Cotta,2,"Anchored terra cotta or ceramic units not less than 15/8 inches (41 mm) thick shall be anchored directly to masonry, concrete or stud construction. Tied terra cotta or ceramic veneer units shall be not less than 15/8 inches (41 mm) thick with projecting dovetail webs on the back surface spaced approximately 8 inches (203 mm) on center. The facing shall be tied to the backing wall with corrosion-resistant metal anchors of not less than No. 8 gage wire installed at the top of each piece in horizontal bed joints not less than 12 inches (305 mm) nor more than 18 inches (457 mm) on center; these anchors shall be secured to 1/4-inch (6.4 mm) corrosion-resistant pencil rods that pass through the vertical aligned loop anchors in the backing wall. The veneer ties shall have sufficient strength to support the full weight of the veneer in tension. The facing shall be set with not less than a 2-inch (51 mm) space from the backing wall and the space shall be filled solidly with Portland cement grout and pea gravel. Immediately prior to setting, the backing wall and the facing shall be drenched with clean water and shall be distinctly damp when the grout is poured."
14.1404,Section 1404 Installation of Wall Coverings,1404.10,[BS]  1404.10 Adhered Masonry Veneer,2,Adhered masonry veneer shall comply with the applicable requirements in this section and Sections 12.1 and 12.3 of TMS 402.
14.1404,Section 1404 Installation of Wall Coverings,1404.10.1,[BS]  1404.10.1 Exterior Adhered Masonry Veneer,3,Exterior adhered masonry veneer shall be installed in accordance with Section 1404.10 and the manufacturer's instructions.
14.1404,Section 1404 Installation of Wall Coverings,1404.10.1.1,[BS]  1404.10.1.1 Water-Resistive Barriers,4,Water-resistive barriers shall be installed as required in Section 2510.6.
14.1404,Section 1404 Installation of Wall Coverings,1404.10.1.2,[BS]  1404.10.1.2 Flashing,4,Flashing shall comply with the applicable requirements of Section 1404.4 and the following.
14.1404,Section 1404 Installation of Wall Coverings,1404.10.1.2.1,[BS]  1404.10.1.2.1 Flashing at Foundation,5,A corrosion-resistant screed or flashing of a minimum 0.019-inch (0.48 mm) or 26 gage galvanized or plastic with a minimum vertical attachment flange of 31/2 inches (89 mm) shall be installed to extend not less than 1 inch (25 mm) below the foundation plate line on exterior stud walls in accordance with Section 1404.4. The water-resistive barrier shall lap over the exterior of the attachment flange of the screed or flashing.
14.1404,Section 1404 Installation of Wall Coverings,1404.10.1.3,[BS]  1404.10.1.3 Clearances,4,"On exterior stud walls, adhered masonry veneer shall be installed not less than 4 inches (102 mm) above the earth, or not less than 2 inches (51 mm) above paved areas, or not less than 1/2 inch (12.7 mm) above exterior walking surfaces that are supported by the same foundation that supports the exterior wall."
14.1404,Section 1404 Installation of Wall Coverings,1404.10.1.4,[BS]  1404.10.1.4 Adhered Masonry Veneer Installed With Lath and Mortar,4,Exterior adhered masonry veneer installed with lath and mortar shall comply with the following.
14.1404,Section 1404 Installation of Wall Coverings,1404.10.1.4.1,[BS]  1404.10.1.4.1 Lathing,5,Lathing shall comply with the requirements of Section 2510.
14.1404,Section 1404 Installation of Wall Coverings,1404.10.1.4.2,[BS]  1404.10.1.4.2 Scratch Coat,5,"A nominal 1/2-inch-thick (12.7 mm) layer of mortar complying with the material requirements of Sections 2103 and 2512.2 shall be applied, encapsulating the lathing. The surface of this mortar shall be scored horizontally, resulting in a scratch coat."
14.1404,Section 1404 Installation of Wall Coverings,1404.10.1.4.3,[BS]  1404.10.1.4.3 Adhering Veneer,5,The masonry veneer units shall be adhered to the mortar scratch coat with a nominal 1/2-inch-thick (12.7 mm) setting bed of mortar complying with Sections 2103 and 2512.2 applied to create a full setting bed for the back of the masonry veneer units. The masonry veneer units shall be worked into the setting bed resulting in a nominal 3/8-inch (9.5 mm) setting bed after the masonry veneer units are applied.
14.1404,Section 1404 Installation of Wall Coverings,1404.10.1.5,[BS]  1404.10.1.5 Adhered Masonry Veneer Applied Directly to Masonry and Concrete,4,Adhered masonry veneer applied directly to masonry or concrete shall comply with the applicable requirements of Section 1404.10 and with the requirements of Section 1404.10.1.4 or 2510.7.
14.1404,Section 1404 Installation of Wall Coverings,1404.10.1.6,[BS]  1404.10.1.6 Cold Weather Construction,4,Cold weather construction of adhered masonry veneer shall comply with the requirements of Sections 2104 and 2512.4.
14.1404,Section 1404 Installation of Wall Coverings,1404.10.1.7,[BS]  1404.10.1.7 Hot Weather Construction,4,Hot weather construction of adhered masonry veneer shall comply with the requirements of Section 2104.
14.1404,Section 1404 Installation of Wall Coverings,1404.10.2,[BS]  1404.10.2 Exterior Adhered Masonry Veneers—Porcelain Tile,3,Adhered units shall not exceed 5/8 inch (15.8 mm) thickness and 24 inches (610 mm) in any face dimension nor more than 3 square feet (0.28 m2) in total face area and shall not weigh more than 9 pounds psf (0.43 kN/m2). Porcelain tile shall be adhered to an approved backing system.
14.1404,Section 1404 Installation of Wall Coverings,1404.10.3,[BS]  1404.10.3 Interior Adhered Masonry Veneers,3,"Interior adhered masonry veneers shall have a maximum weight of 20 psf (0.958 kg/m2) and shall be installed in accordance with Section 1404.10. Where the interior adhered masonry veneer is supported by wood construction, the supporting members shall be designed to limit deflection to 1/600 of the span of the supporting members."
14.1404,Section 1404 Installation of Wall Coverings,1404.11,[BS]  1404.11 Metal Veneers,2,"Veneers of metal shall be fabricated from approved corrosion-resistant materials or shall be protected front and back with porcelain enamel, or otherwise be treated to render the metal resistant to corrosion. Such veneers shall be not less than 0.0149-inch (0.378 mm) nominal thickness sheet steel mounted on wood or metal furring strips or approved sheathing on light-frame construction."
14.1404,Section 1404 Installation of Wall Coverings,1404.11.1,[BS]  1404.11.1 Attachment,3,"Exterior metal veneer shall be securely attached to the supporting masonry or framing members with corrosion-resistant fastenings, metal ties or by other approved devices or methods. The spacing of the fastenings or ties shall not exceed 24 inches (610 mm) either vertically or horizontally, but where units exceed 4 square feet (0.4 m2) in area there shall be not less than four attachments per unit. The metal attachments shall have a cross-sectional area not less than provided by W 1.7 wire. Such attachments and their supports shall be designed and constructed to resist the wind loads as specified in Section 1609 for components and cladding."
14.1404,Section 1404 Installation of Wall Coverings,1404.11.2,1404.11.2 Weather Protection,3,"Metal supports for exterior metal veneer shall be protected by painting, galvanizing or by other equivalent coating or treatment. Wood studs, furring strips or other wood supports for exterior metal veneer shall be approved pressure-treated wood or protected as required in Section 1402.2. Joints and edges exposed to the weather shall be caulked with approved durable waterproofing material or by other approved means to prevent penetration of moisture."
14.1404,Section 1404 Installation of Wall Coverings,1404.11.3,1404.11.3 Backup,3,Masonry backup shall not be required for metal veneer unless required by the fire-resistance requirements of this code.
14.1404,Section 1404 Installation of Wall Coverings,1404.11.4,1404.11.4 Grounding,3,Grounding of metal veneers on buildings shall comply with the requirements of Chapter 27 of this code.
14.1404,Section 1404 Installation of Wall Coverings,1404.12,[BS]  1404.12 Glass Veneer,2,"The area of a single section of thin exterior structural glass veneer shall not exceed 10 square feet (0.93 m2) where that section is not more than 15 feet (4572 mm) above the level of the sidewalk or grade level directly below, and shall not exceed 6 square feet (0.56 m2) where it is more than 15 feet (4572 mm) above that level."
14.1404,Section 1404 Installation of Wall Coverings,1404.12.1,[BS]  1404.12.1 Length and Height,3,The length or height of any section of thin exterior structural glass veneer shall not exceed 48 inches (1219 mm).
14.1404,Section 1404 Installation of Wall Coverings,1404.12.2,[BS]  1404.12.2 Thickness,3,The thickness of thin exterior structural glass veneer shall be not less than 0.344 inch (8.7 mm).
14.1404,Section 1404 Installation of Wall Coverings,1404.12.3,[BS]  1404.12.3 Application,3,Thin exterior structural glass veneer shall be set only after backing is thoroughly dry and after application of an approved bond coat uniformly over the entire surface of the backing so as to effectively seal the surface. Glass shall be set in place with an approved mastic cement in sufficient quantity so that not less than 50 percent of the area of each glass unit is directly bonded to the backing by mastic not less than 1/4 inch (6.4 mm) thick and not more than 5/8 inch (15.9 mm) thick. The bond coat and mastic shall be evaluated for compatibility and shall bond firmly together.
14.1404,Section 1404 Installation of Wall Coverings,1404.12.4,[BS]  1404.12.4 Installation at Sidewalk Level,3,"Where glass extends to a sidewalk surface, each section shall rest in an approved metal molding, and be set not less than 1/4 inch (6.4 mm) above the highest point of the sidewalk. The space between the molding and the sidewalk shall be thoroughly caulked and made watertight."
