id,section,reference,displayTitle,depth,body
8.802,Section 802 Building Elements and Materials,802.2.2,802.2.2 Supplemental Shaft and Floor Opening Enclosure Requirements,3,"Where the work area on any floor exceeds 50 percent of that floor area, the enclosure requirements of Section 802.2 shall apply to vertical openings other than stairways throughout the floor.Exception: Vertical openings located in tenant spaces that are entirely outside the work area."
8.802,Section 802 Building Elements and Materials,802.2.3,802.2.3 Supplemental Stairway Enclosure Requirements,3,"Where the work area on any floor exceeds 50 percent of that floor area, stairways that are part of the means of egress serving the work area shall, at a minimum, be enclosed with smoketight construction on the highest work area floor and all floors below.Exception: Where stairway enclosure is not required by the International Building Code or the International Fire Code."
8.802,Section 802 Building Elements and Materials,802.3,802.3 Smoke Compartments,2,"In Group I-2 occupancies where the work area is on a story used for sleeping rooms for more than 30 care recipients, the story shall be divided into not less than two compartments by smoke barrier walls in accordance with Section 407.5 of the International Building Code as required for new construction."
8.802,Section 802 Building Elements and Materials,802.4,802.4 Interior Finish,2,"The interior finish and trim of walls and ceilings in exits and corridors in any work area shall comply with the requirements of the International Building Code.Exception: Existing materials that do not comply with the requirements of the International Building Code shall be permitted to be treated with an approved fire-retardant coating in accordance with the manufacturer's instructions to achieve the required classification. Compliance with this section shall be demonstrated by testing the fire-retardant coating on the same material and achieving the required performance. Where the same material is not available, testing on a similar material shall be permitted."
8.802,Section 802 Building Elements and Materials,802.4.1,802.4.1 Supplemental Interior Finish Requirements,3,"Where the work area on any floor exceeds 50 percent of the floor area, Section 802.4 shall apply to the interior finish and trim in exits and corridors serving the work area throughout the floor.Exception: Interior finish within tenant spaces that are entirely outside the work area."
8.802,Section 802 Building Elements and Materials,802.5,802.5 Guards,2,The requirements of Sections 802.5.1 and 802.5.2 shall apply in all work areas.
8.802,Section 802 Building Elements and Materials,802.5.1,802.5.1 Minimum Requirement,3,"Every portion of a floor, such as a balcony or a loading dock, that is more than 30 inches (762 mm) above the floor or grade below and is not provided with guards, or those in which the existing guards are judged to be in danger of collapsing, shall be provided with guards."
8.802,Section 802 Building Elements and Materials,802.5.2,802.5.2 Design,3,"Where there are no guards or where existing guards must be replaced, the guards shall be designed and installed in accordance with the International Building Code."
8.802,Section 802 Building Elements and Materials,802.6,802.6 Fire-Resistance Ratings,2,"Where approved by the code official, buildings where an automatic sprinkler system installed in accordance with Section 903.3.1.1 or 903.3.1.2 of the International Building Code has been added, and the building is now sprinklered throughout, the required fire-resistance ratings of building elements and materials shall be permitted to meet the requirements of the current building code. The building is required to meet the other applicable requirements of the International Building Code.Plans, investigation and evaluation reports, and other data shall be submitted indicating which building elements and materials the applicant is requesting the code official to review and approve for determination of applying the current building code fire-resistance ratings. Any special construction features, including fire-resistance-rated assemblies and smoke-resistive assemblies, conditions of occupancy, means-of-egress conditions, fire code deficiencies, approved modifications or approved alternative materials, design and methods of construction, and equipment applying to the building that impact required fire-resistance ratings shall be identified in the evaluation reports submitted."
8,Chapter 8 Alterations—Level 2,803,Section 803 Fire Protection,1,
8.803,Section 803 Fire Protection,803.1,803.1 Scope,2,"The requirements of this section shall be limited to work areas in which Level 2 alterations are being performed, and where specified they shall apply throughout the floor on which the work areas are located or otherwise beyond the work area."
8.803,Section 803 Fire Protection,803.1.1,803.1.1 Corridor Ratings,3,"Where an approved automatic sprinkler system is installed throughout the story, the required fire-resistance rating for any corridor located on the story shall be permitted to be reduced in accordance with the International Building Code. In order to be considered for a corridor rating reduction, such system shall provide coverage for the stairway landings serving the floor and the intermediate landings immediately below."
8.803,Section 803 Fire Protection,803.2,803.2 Automatic Sprinkler Systems,2,Automatic sprinkler systems shall be provided in accordance with the requirements of Sections 803.2.1 through 803.2.6. Installation requirements shall be in accordance with the International Building Code.
8.803,Section 803 Fire Protection,803.2.1,803.2.1 High-Rise Buildings,3,"In high-rise buildings, work areas that have exits or corridors shared by more than one tenant or that have exits or corridors serving an occupant load greater than 30 shall be provided with automatic sprinkler protection in the entire work area where the work area is located on a floor that has a sufficient sprinkler water supply system from an existing standpipe or a sprinkler riser serving that floor."
8.803,Section 803 Fire Protection,803.2.1.1,803.2.1.1 Supplemental Automatic Sprinkler System Requirements,4,"Where the work area on any floor exceeds 50 percent of that floor area, Section 803.2.1 shall apply to the entire floor on which the work area is located.Exception: Occupied tenant spaces that are entirely outside the work area."
8.803,Section 803 Fire Protection,803.2.2,"803.2.2 Groups A, B, E, F-1, H, I-1, I-3, I-4, M, R-1, R-2, R-4, S-1 and S-2",3,"In buildings with occupancies in Groups A, B, E, F-1, H, I-1, I-3, I-4, M, R-1, R-2, R-4, S-1 and S-2, work areas that have exits or corridors shared by more than one tenant or that have exits or corridors serving an occupant load greater than 30 shall be provided with automatic sprinkler protection where both of the following conditions occur:The work area is required to be provided with automatic sprinkler protection in accordance with the International Building Code as applicable to new construction.The work area exceeds 50 percent of the floor area.Exception: If the building does not have an existing water supply present at the floor of the proposed work area with sufficient pressure and flow for the design of a fire sprinkler system and without installation of a new fire pump, the work areas shall be protected by an automatic smoke detection system throughout all occupiable spaces other than sleeping units or individual dwelling units that activates the occupant notification system in accordance with Sections 907.4, 907.5 and 907.6 of the International Building Code."
8.803,Section 803 Fire Protection,803.2.2.1,803.2.2.1 Mixed Uses,4,"In work areas containing mixed uses, one or more of which requires automatic sprinkler protection in accordance with Section 803.2.2, such protection shall not be required throughout the work area provided that the uses requiring such protection are separated from those not requiring protection by fire-resistance-rated construction having a minimum 2-hour rating for Group H and a minimum 1-hour rating for all other occupancy groups."
8.803,Section 803 Fire Protection,803.2.3,803.2.3 Group I-2,3,"In Group I-2 occupancies, an automatic sprinkler system installed in accordance with Section 903.3.1.1 of the International Fire Code shall be provided in the following: In Group I-2, Condition 1, throughout the work area.In Group I-2, Condition 2, throughout the work area where the work area is 50 percent or less of the smoke compartment.In Group I-2, Condition 2, throughout the smoke compartment in which the work occurs where the work area exceeds 50 percent of the smoke compartment."
8.803,Section 803 Fire Protection,803.2.4,803.2.4 Windowless Stories,3,"Work located in a windowless story, as determined in accordance with the International Building Code, shall be sprinklered where the work area is required to be sprinklered under the provisions of the International Building Code for newly constructed buildings and the building has a sufficient municipal water supply without installation of a new fire pump."
8.803,Section 803 Fire Protection,803.2.5,803.2.5 Other Required Automatic Sprinkler Systems,3,"In buildings and areas listed in Table 903.2.11.6 of the International Building Code, work areas that have exits or corridors shared by more than one tenant or that have exits or corridors serving an occupant load greater than 30 shall be provided with an automatic sprinkler system under the following conditions: The work area is required to be provided with an automatic sprinkler system in accordance with the International Building Code applicable to new construction; andThe building has an existing water supply present at the floor of the proposed work area with sufficient pressure and flow for the design of an automatic sprinkler system and without installation of a new fire pump."
8.803,Section 803 Fire Protection,803.2.6,803.2.6 Supervision,3,Automatic sprinkler systems required by this section shall be provided with supervision and alarms in accordance with Section 903.4 of the International Building Code.
8.803,Section 803 Fire Protection,803.3,803.3 Standpipes,2,"Where the work area includes exits or corridors shared by more than one tenant and is located more than 50 feet (15 240 mm) above or below the lowest level of fire department access, a standpipe system shall be provided. Standpipes shall have an approved fire department connection with hose connections at each floor level above or below the lowest level of fire department access. Standpipe systems shall be installed in accordance with the International Building Code.Exceptions: A pump shall not be required provided that the standpipes are capable of accepting delivery by fire department apparatus of not less than 250 gallons per minute (gpm) at 65 pounds per square inch (psi) (946 L/m at 448 KPa) to the topmost floor in buildings equipped throughout with an automatic sprinkler system or not less than 500 gpm at 65 psi (1892 L/m at 448 KPa) to the topmost floor in all other buildings. Where the standpipe terminates below the topmost floor, the standpipe shall be designed to meet (gpm/psi) (L/m/KPa) requirements of this exception for possible future extension of the standpipe.The interconnection of multiple standpipe risers shall not be required."
8.803,Section 803 Fire Protection,803.4,803.4 Fire Alarm and Detection,2,"An approved fire alarm system shall be installed in accordance with Sections 803.4.1 through 803.4.3. Where automatic sprinkler protection is provided in accordance with Section 803.2 and is connected to the building fire alarm system, automatic heat detection shall not be required."
8.803,Section 803 Fire Protection,803.4.1,803.4.1 Occupancy Requirements,3,"A fire alarm system shall be installed in accordance with Sections 803.4.1.1 through 803.4.1.6. Existing alarm-notification appliances shall be automatically activated throughout the building. Where the building is not equipped with a fire alarm system, alarm-notification appliances within the work area shall be provided and automatically activated.Exceptions:Occupancies with an existing, previously approved fire alarm system.Where selective notification is permitted, alarm-notification appliances shall be automatically activated in the areas selected."
8.803,Section 803 Fire Protection,803.4.1.1,803.4.1.1 Group E,4,A fire alarm system shall be installed in work areas of Group E occupancies as required by Chapter 11 of the International Fire Code for Group E occupancies.
8.803,Section 803 Fire Protection,803.4.1.2,803.4.1.2 Group I-1,4,An automatic fire alarm system shall be installed in work areas of Group I-1 facilities as required by Chapter 11 of the International Fire Code for existing Group I-1 occupancies.
8.803,Section 803 Fire Protection,803.4.1.3,803.4.1.3 Group I-2,4,An automatic fire alarm system shall be installed throughout Group I-2 occupancies as required by Chapter 11 of the International Fire Code.
8.803,Section 803 Fire Protection,803.4.1.4,803.4.1.4 Group I-3,4,A fire alarm system shall be installed in work areas of Group I-3 occupancies as required by the International Fire Code.
8.803,Section 803 Fire Protection,803.4.1.5,803.4.1.5 Group R-1,4,A fire alarm system shall be installed in Group R-1 occupancies as required by the Chapter 11 of International Fire Code for Group R-1 occupancies.
8.803,Section 803 Fire Protection,803.4.1.6,803.4.1.6 Group R-2,4,A fire alarm system shall be installed in work areas of Group R-2 apartment buildings as required by the International Fire Code for existing Group R-2 occupancies.
8.803,Section 803 Fire Protection,803.4.2,803.4.2 Supplemental Fire Alarm System Requirements,3,"Where the work area on any floor exceeds 50 percent of that floor area, Section 803.4.1 shall apply throughout the floor.Exception: Alarm-initiating and notification appliances shall not be required to be installed in tenant spaces outside of the work area."
8.803,Section 803 Fire Protection,803.4.3,803.4.3 Installation,3,"Where a fire alarm system is required to be installed in accordance with Sections 803.4.1 or 803.4.2, the fire alarm system shall be installed in accordance with the provisions of this code, Section 907 of the International Building Code and NFPA 72."
8,Chapter 8 Alterations—Level 2,804,Section 804 Means of Egress,1,
8.804,Section 804 Means of Egress,804.1,804.1 Scope,2,"The requirements of this section shall be limited to work areas that include exits or corridors shared by more than one tenant within the work area in which Level 2 alterations are being performed, and where specified they shall apply throughout the floor on which the work areas are located or otherwise beyond the work area."
8.804,Section 804 Means of Egress,804.2,804.2 General,2,"The means of egress shall comply with the requirements of this section.Exceptions: Where the work area and the means of egress serving it complies with NFPA 101.Means of egress complying with the requirements of the building code under which the building was constructed shall be considered to be compliant means of egress if, in the opinion of the code official, they do not constitute a distinct hazard to life."
8.804,Section 804 Means of Egress,804.3,804.3 Group I-2,2,"In Group I-2 occupancies, in areas where corridors are used for movement of care recipients in beds, the clear width of ramps and corridors shall be not less than 48 inches (1219 mm)."
8.804,Section 804 Means of Egress,804.4,804.4 Refuge Areas,2,"Where alterations affect the configuration of an area utilized as a refuge area, the capacity of the refuge area shall not be reduced below the required capacity of the refuge area for horizontal exits in accordance with Section 1026.4 of the International Building Code. Where the horizontal exit also forms a smoke compartment, the capacity of the refuge area for Group I-1, I-2 and I-3 occupancies and ambulatory care facilities shall not be reduced below that required in Sections 407.5.3, 408.6.2, 420.6.1 and 422.3.2 of the International Building Code, as applicable."
8.804,Section 804 Means of Egress,804.5,804.5 Number of Exits,2,The number of exits or access to exits shall be in accordance with Sections 804.5.1 through 804.5.3.
8.804,Section 804 Means of Egress,804.5.1,804.5.1 Minimum Number,3,"Every story utilized for human occupancy on which there is a work area that includes exits or corridors shared by more than one tenant within the work area shall be provided with the minimum number of exits based on the occupancy and the occupant load in accordance with the International Building Code. In addition, the exits shall comply with Sections 804.5.1.1 and 804.5.1.2."
8.804,Section 804 Means of Egress,804.5.1.1,804.5.1.1 Single-Exit Buildings,4,"A single exit or access to a single exit shall be permitted from spaces, any story or any occupiable roof where one of the following conditions exists: The occupant load, number of dwelling units and exit access travel distance do not exceed the values in Table 804.5.1.1(1) or 804.5.1.1(2). In Group R-1 or R-2, buildings without an approved automatic sprinkler system, individual single-story or multiple-story dwelling or sleeping units shall be permitted to have a single exit or access to a single exit from the dwelling or sleeping unit provided one of the following criteria are met:The occupant load is not greater than 10 and the exit access travel distance within the unit does not exceed 75 feet (22 860 mm). The building is not more than three stories in height; all third-story space is part of dwelling with an exit access doorway on the second story; and the portion of the exit access travel distance from the door to any habitable room within any such unit to the unit entrance doors does not exceed 50 feet (15 240 mm). In buildings of Group R-2 occupancy of any number of stories with not more than four dwelling units per floor served by an interior exit stairway; with a smokeproof enclosure in accordance with Sections 909.20 and 1023.12 of the International Building Code or an exterior stairway as an exit; and where the portion of the exit access travel distance from the dwelling unit entrance door to the exit is not greater than 20 feet (6096 mm).TABLE 804.5.1.1(1)STORIES WITH ONE EXIT OR ACCESS TO ONE EXIT FOR R-2 OCCUPANCIES STORY OCCUPANCY MAXIMUM NUMBER OF DWELLING UNITS MAXIMUM EXIT ACCESS TRAVEL DISTANCE Basement, first, second or third story above grade plane and occupiable roofs over the first or second floor above grade plane R-2a,b,c 4 dwelling units 125 feet Fourth story above grade plane and higher NP NA NA For SI: 1 foot = 304.8 mm.NP = Not Permitted.NA = Not Applicable.Buildings classified as Group R-2, equipped without an approved automatic sprinkler system in accordance with Section 903.3.1.1 and 903.3.1.2 of the International Fire Code and provided with emergency escape and rescue openings in accordance with Section 1031 of the International Building Code.This table is used for Group R-2 occupancies consisting of dwelling units. For Group R-2 occupancies consisting of sleeping units, use Table 1006.3.4(2) of the International Building Code.This table is for occupiable roofs accessed through and serving individual dwelling units in Group R-2 occupancies. For Group R-2 occupancies with occupiable roofs that are not accessed through and serving individual units, use Table 804.5.1.1(2).TABLE 804.5.1.1(2)STORIES WITH ONE EXIT OR ACCESS TO ONE EXIT FOR OTHER OCCUPANCIES STORY OR OCCUPIABLE ROOF OCCUPANCY MAXIMUM OCCUPANT LOAD PER STORY MAXIMUM EXIT ACCESS TRAVEL DISTANCE (feet) First story above or below grade plane or occupiable roofs over the first story above grade plane Bb, F-2b 49 75 S-2a, b 35 75 Second story above grade plane B, F-2, S-2a 35 75 Third story above grade plane and higher NP NA NA For SI: 1 foot = 304.8 mm.NP = Not Permitted.NA = Not Applicable.The length of exit access travel distance in a Group S-2 open parking garage shall be not more than 100 feet.Group B, F and S occupancies in buildings equipped throughout with an automatic sprinkler system in accordance with Section 903.3.1.1 of the International Fire Code or on the roof of such buildings shall have a maximum exit access travel distance of 100 feet."
8.804,Section 804 Means of Egress,804.5.1.2,804.5.1.2 Fire Escapes Required,4,"For other than Group I-2, where more than one exit is required, an existing or newly constructed fire escape complying with Section 804.5.1.2.1 shall be accepted as providing one of the required means of egress."
8.804,Section 804 Means of Egress,804.5.1.2.1,804.5.1.2.1 Fire Escape Access and Details,5,"Fire escapes shall comply with all of the following requirements: Occupants shall have unobstructed access to the fire escape without having to pass through a room subject to locking. Access to a new fire escape shall be through a door, except that windows shall be permitted to provide access from single dwelling units or sleeping units in Group R-1, R-2 and I-1 occupancies or to provide access from spaces having a maximum occupant load of 10 in other occupancy classifications. The window shall have a minimum net clear opening of 5.7 square feet (0.53 m2) or 5 square feet (0.46 m2) where located at grade. The minimum net clear opening height shall be 24 inches (610 mm) and net clear opening width shall be 20 inches (508 mm). The bottom of the clear opening shall not be greater than 44 inches (1118 mm) above the floor. The operation of the window shall comply with the operational constraints of the International Building Code.Newly constructed fire escapes shall be permitted only where exterior stairways cannot be utilized because of lot lines limiting the stairway size or because of the sidewalks, alleys, or roads at grade level.Openings within 10 feet (3048 mm) of fire escape stairways shall be protected by fire assemblies having minimum 3/4-hour fire-resistance ratings.Exception: Opening protection shall not be required in buildings equipped throughout with an approved automatic sprinkler system.In all buildings of Group E occupancy, up to and including the 12th grade, buildings of Group I occupancy, rooming houses and childcare centers, ladders of any type are prohibited on fire escapes used as a required means of egress."
8.804,Section 804 Means of Egress,804.5.1.2.2,804.5.1.2.2 Construction,5,The fire escape shall be designed to support a live load of 100 pounds per square foot (4788 Pa) and shall be constructed of steel or other approved noncombustible materials. Fire escapes constructed of wood not less than nominal 2 inches (51 mm) thick are permitted on buildings of Type V construction. Walkways and railings located over or supported by combustible roofs in buildings of Types III and IV construction are permitted to be of wood not less than nominal 2 inches (51 mm) thick.
8.804,Section 804 Means of Egress,804.5.1.2.3,804.5.1.2.3 Dimensions,5,"Stairways shall be not less than 22 inches (559 mm) wide with risers not more than, and treads not less than, 8 inches (203 mm). Landings at the foot of stairways shall be not less than 40 inches (1016 mm) wide by 36 inches (914 mm) long and located not more than 8 inches (203 mm) below the door."
8.804,Section 804 Means of Egress,804.5.2,804.5.2 Mezzanines,3,Mezzanines in the work area and with an occupant load of more than 50 or in which the travel distance to an exit exceeds 75 feet (22 860 mm) shall have access to not fewer than two independent means of egress.Exception: Two independent means of egress are not required where the travel distance to an exit does not exceed 100 feet (30 480 mm) and the building is protected throughout with an automatic sprinkler system.
8.804,Section 804 Means of Egress,804.5.3,804.5.3 Main Entrance—Group A,3,"Buildings of Group A with an occupant load of 300 or more shall be provided with a main entrance capable of serving as the main exit with an egress capacity of not less than one-half of the total occupant load. The remaining exits shall be capable of providing one-half of the total required exit capacity.Exception: Where a main exit is not well defined or where multiple main exits are provided, exits shall be permitted to be distributed around the perimeter of the building provided that the total width of egress is not less than 100 percent of the required width."
8.804,Section 804 Means of Egress,804.6,804.6 Egress Doorways,2,Egress doorways in any work area shall comply with Sections 804.6.1 through 804.6.5.
8.804,Section 804 Means of Egress,804.6.1,804.6.1 Two Egress Doorways Required,3,Work areas shall be provided with two egress doorways in accordance with the requirements of Sections 804.6.1.1 and 804.6.1.2.
8.804,Section 804 Means of Egress,804.6.1.1,804.6.1.1 Occupant Load and Travel Distance,4,"In any work area, all rooms and spaces having an occupant load greater than 50 or in which the travel distance to an exit exceeds 75 feet (22 860 mm) shall have not fewer than two egress doorways.Exceptions: Storage rooms having a maximum occupant load of 10.Where the work area is served by a single exit in accordance with Section 804.5.1.1."
8.804,Section 804 Means of Egress,804.6.1.2,804.6.1.2 Group I-2,4,"In Group I-2, Condition 2 work areas that include altered care suites shall comply with Sections 407.4.4 through 407.4.4.7.2 of the International Building Code."
8.804,Section 804 Means of Egress,804.6.2,804.6.2 Door Swing,3,"In the work area and in the egress path from any work area to the exit discharge, all egress doors serving an occupant load of 50 or more shall swing in the direction of exit travel."
8.804,Section 804 Means of Egress,804.6.2.1,804.6.2.1 Supplemental Requirements for Door Swing,4,"Where the work area exceeds 50 percent of the floor area, door swing shall comply with Section 804.6.2 throughout the floor.Exception: Means of egress within or serving only a tenant space that is entirely outside the work area."
8.804,Section 804 Means of Egress,804.6.3,804.6.3 Door Closing,3,"In any work area, all doors opening onto an exit passageway at grade or an exit stairway shall be self-closing or automatic-closing by listed closing devices.Exceptions: Where exit enclosure is not required by the International Building Code.Means of egress within or serving only a tenant space that is entirely outside the work area."
8.804,Section 804 Means of Egress,804.6.3.1,804.6.3.1 Supplemental Requirements for Door Closing,4,"Where the work area exceeds 50 percent of the floor area, doors shall comply with Section 804.6.3throughout the exit stairway from the work area to, and including, the level of exit discharge."
8.804,Section 804 Means of Egress,804.6.4,804.6.4 Panic and Fire Exit Hardware,3,"In any work area, and in the egress path from any work area to the exit discharge, in buildings or portions thereof of Group A assembly occupancies with an occupant load greater than 100, all required exit doors equipped with latching devices shall be equipped with approved panic or fire exit hardware in accordance with Section 1010.2.8 of the International Building Code."
8.804,Section 804 Means of Egress,804.6.4.1,804.6.4.1 Supplemental Requirements for Panic Hardware,4,"Where the work area exceeds 50 percent of the floor area, panic hardware shall comply with Section 804.6.4 throughout the floor.Exception: Means of egress within a tenant space that is entirely outside the work area."
8.804,Section 804 Means of Egress,804.6.5,804.6.5 Emergency Power Source in Group I-3,3,Power-operated sliding doors or power-operated locks for swinging doors shall be operable by a manual release mechanism at the door. Emergency power shall be provided for the doors and locks in accordance with Section 2702 of the International Building Code.Exceptions: Emergency power is not required in facilities with 10 or fewer locks complying with the exception to Section 408.4.1 of the International Building Code.Emergency power is not required where remote mechanical operating releases are provided.
8.804,Section 804 Means of Egress,804.7,804.7 Openings in Corridor Walls,2,Openings in corridor walls in any work area shall comply with Sections 804.7.1 through 804.7.4.Exception: Openings in corridors where such corridors are not required to be rated in accordance with the International Building Code.
8.804,Section 804 Means of Egress,804.7.1,804.7.1 Corridor Doors,3,"Corridor doors in the work area shall not be constructed of hollow core wood and shall not contain louvers. Dwelling unit or sleeping unit corridor doors in work areas in buildings of Groups R-1, R-2 and I-1 shall be not less than 13/8-inch (35 mm) solid core wood or approved equivalent and shall not have any glass panels, other than approved wired glass or other approved glazing material in metal frames. Dwelling unit or sleeping unit corridor doors in work areas in buildings of Groups R-1, R-2 and I-1 shall be equipped with approved door closers. Replacement doors shall be 13/4-inch (44 mm) solid bonded wood core or approved equivalent, unless the existing frame will accommodate only a 13/8-inch (35 mm) door.Exceptions: Corridor doors within a dwelling unit or sleeping unit.Existing doors meeting the requirements of Guidelines on Fire Ratings of Archaic Materials and Assemblies (Resource A) for a rating of 15 minutes or more shall be accepted as meeting the provisions of this requirement.Existing doors in buildings protected throughout with an approved automatic sprinkler system shall be required only to resist smoke, be reasonably tight fitting and shall not contain louvers.In group homes with not more than 15 occupants and that are protected with an approved automatic detection system, closing devices are not required.Door assemblies having a fire protection rating of not less than 20 minutes."
8.804,Section 804 Means of Egress,804.7.2,804.7.2 Transoms,3,"In all buildings of Group I-1, I-2, R-1 and R-2 occupancies, all transoms in corridor walls in work areas shall be either glazed with 1/4-inch (6.4 mm) wired glass set in metal frames or other glazing assemblies having a fire protection rating as required for the door and permanently secured in the closed position or sealed with materials consistent with the corridor construction."
8.804,Section 804 Means of Egress,804.7.3,804.7.3 Other Corridor Openings,3,"In any work area, unless protected in accordance with Section 716 of the International Building Code, any other sash, grille or opening in a corridor, and any window in a corridor not opening to the outside air, shall be sealed with materials consistent with the corridor construction."
8.804,Section 804 Means of Egress,804.7.3.1,804.7.3.1 Supplemental Requirements for Other Corridor Opening,4,"Where the work area exceeds 50 percent of the floor area, Section 804.7.3 shall be applicable to all corridor windows, grills, sashes and other openings on the floor.Exception: Means of egress within or serving only a tenant space that is entirely outside the work area."
