section,reference,display_title,depth,ifc_type,occupancy,design_phase,code_category,primary_responsibility,body
Chapter 13 General Mechanical System Requirements,M1303.1,M1303.1 Label Information,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),cd,mechanical_systems,mechanical_engineer,"A permanent factory-applied nameplate(s) shall be affixed to appliances on which shall appear, in legible lettering, the manufacturer's name or trademark, the model number, a serial number and the seal or mark of the testing agency. A label also shall include the following:Electrical appliances. Electrical rating in volts, amperes and motor phase; identification of individual electrical components in volts, amperes or watts and motor phase; and in Btu/h (W) output and required clearances.Absorption units. Hourly rating in Btu/h (W), minimum hourly rating for units having step or automatic modulating controls, type of fuel, type of refrigerant, cooling capacity in Btu/h (W) and required clearances.Fuel-burning units. Hourly rating in Btu/h (W), type of fuel approved for use with the appliance and required clearances.Electric comfort-heating appliances. The electric rating in volts, amperes and phase; Btu/h (W) output rating; individual marking for each electrical component in amperes or watts, volts and phase; and required clearances from combustibles.Maintenance instructions. Required regular maintenance actions and title or publication number for the operation and maintenance manual for that particular model and type of product."
Chapter 13 General Mechanical System Requirements,M1304,Section M1304 Type of Fuel,1,,,,none,none,
Chapter 13 General Mechanical System Requirements,M1304.1,M1304.1 Fuel Types,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,"Fuel-fired appliances shall be designed for use with the type of fuel to which they will be connected and the altitude at which they are installed. Appliances that comprise parts of the building mechanical system shall not be converted for the use of a different fuel, except where approved and converted in accordance with the manufacturer's instructions. The fuel input rate shall not be increased or decreased beyond the limit rating for the altitude at which the appliance is installed."
Chapter 13 General Mechanical System Requirements,M1305,Section M1305 Appliance Access,1,,,,none,none,
Chapter 13 General Mechanical System Requirements,M1305.1,"M1305.1 Appliance Access for Inspection Service, Repair and Replacement",2,BuildingElementProxy|Covering|Wall|Slab,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,"Appliances shall be located to allow for access for inspection, service, repair and replacement without removing permanent construction, other appliances, or any other piping or ducts not connected to the appliance being inspected, serviced, repaired or replaced. A level working space not less than 30 inches deep and 30 inches wide (762 mm by 762 mm) shall be provided in front of the control side to service an appliance."
Chapter 13 General Mechanical System Requirements,M1305.1.1,M1305.1.1 Appliances in Rooms,3,Door|Wall|Slab,Residential (R)|Business (B)|Assembly (A)|Educational (E)|Institutional (I),sd|dd|cd,mechanical_systems,mechanical_engineer,"Appliances installed in a compartment, alcove, basement or similar space shall be accessed by an opening or door and an unobstructed passageway measuring not less than 24 inches (610 mm) wide and large enough to allow removal of the largest appliance in the space, provided there is a level service space of not less than 30 inches (762 mm) deep and the height of the appliance, but not less than 30 inches (762 mm), at the front or service side of the appliance with the door open."
Chapter 13 General Mechanical System Requirements,M1305.1.2,M1305.1.2 Appliances in Attics,3,Slab|Covering|Opening|BuildingElementProxy,Residential (R)|Business (B)|Assembly (A)|Mercantile (M)|Institutional (I),sd|dd|cd,mechanical_systems,mechanical_engineer,"Attics containing appliances shall be provided with an opening and a clear and unobstructed passageway large enough to allow removal of the largest appliance, but not less than 30 inches (762 mm) high and 22 inches (559 mm) wide and not more than 20 feet (6096 mm) long measured along the centerline of the passageway from the opening to the appliance. The passageway shall have continuous solid flooring in accordance with Chapter 5 not less than 24 inches (610 mm) wide. A level service space not less than 30 inches (762 mm) deep and 30 inches (762 mm) wide shall be present along all sides of the appliance where access is required. The clear access opening dimensions shall be not less than of 20 inches by 30 inches (508 mm by 762 mm), and large enough to allow removal of the largest appliance. Exceptions: The passageway and level service space are not required where the appliance can be serviced and removed through the required opening. Where the passageway is unobstructed and not less than 6 feet (1829 mm) high and 22 inches (559 mm) wide for its entire length, the passageway shall be not more than 50 feet (15 250 mm) long."
Chapter 13 General Mechanical System Requirements,M1305.1.2.1,M1305.1.2.1 Electrical Requirements,4,BuildingElementProxy,Residential (R)|Assembly (A)|Business (B),dd|cd,electrical_systems,electrical_engineer,A luminaire controlled by a switch located at the required passageway opening and a receptacle outlet shall be installed at or near the appliance location in accordance with Chapter 39. Exposed lamps shall be protected from damage by location or lamp guards.
Chapter 13 General Mechanical System Requirements,M1305.1.3,M1305.1.3 Appliances Under Floors,3,Slab|Wall|BuildingElementProxy,Residential (R)|Business (B)|Assembly (A),sd|dd|cd,mechanical_systems,mechanical_engineer,"Underfloor spaces containing appliances shall be provided with an unobstructed passageway large enough to remove the largest appliance, but not less than 30 inches (762 mm) high and 22 inches (559 mm) wide, nor more than 20 feet (6096 mm) long measured along the centerline of the passageway from the opening to the appliance. A level service space not less than 30 inches (762 mm) deep and 30 inches (762 mm) wide shall be present at the front or service side of the appliance. If the depth of the passageway or the service space exceeds 12 inches (305 mm) below the adjoining grade, the walls of the passageway shall be lined with concrete or masonry extending 4 inches (102 mm) above the adjoining grade in accordance with Chapter 4. The rough-framed access opening dimensions shall be not less than 22 inches by 30 inches (559 mm by 762 mm), and large enough to remove the largest appliance. Exceptions: The passageway is not required where the level service space is present when the access is open, and the appliance can be serviced and removed through the required opening. Where the passageway is unobstructed and not less than 6 feet (1829 mm) high and 22 inches (559 mm) wide for its entire length, the passageway shall not be limited in length."
Chapter 13 General Mechanical System Requirements,M1305.1.3.1,M1305.1.3.1 Ground Clearance,4,Slab|BuildingElementProxy,Business (B)|Residential (R)|Assembly (A)|Mercantile (M)|Utility and Miscellaneous (U),sd|dd|cd,mechanical_systems,mechanical_engineer,Equipment and appliances supported from the ground shall be level and firmly supported on a concrete slab or other approved material extending not less than 3 inches (76 mm) above the adjoining ground. Such support shall be in accordance with the manufacturer's installation instructions. Appliances suspended from the floor shall have a clearance of not less than 6 inches (152 mm) from the ground.
Chapter 13 General Mechanical System Requirements,M1305.1.3.2,M1305.1.3.2 Pit Locations,4,EarthworksElement|Slab|Wall,Residential (R)|Business (B)|Factory and Industrial (F),sd|dd|cd,mechanical_systems,mechanical_engineer,"Appliances installed in pits or excavations shall not come in direct contact with the surrounding soil and shall be installed not less than 3 inches (76 mm) above the pit floor. The sides of the pit or excavation shall be held back not less than 12 inches (305 mm) from the appliance. Where the depth exceeds 12 inches (305 mm) below adjoining grade, the walls of the pit or excavation shall be lined with concrete or masonry. Such concrete or masonry shall extend not less than 4 inches (102 mm) above adjoining grade and shall have sufficient lateral load-bearing capacity to resist collapse. Excavation on the control side of the appliance shall extend horizontally not less than 30 inches (762 mm). The appliance shall be protected from flooding in an approved manner."
Chapter 13 General Mechanical System Requirements,M1305.1.3.3,M1305.1.3.3 Electrical Requirements,4,BuildingElementProxy,Residential (R),cd|ca,electrical_systems,electrical_engineer,A luminaire controlled by a switch located at the required passageway opening and a receptacle outlet shall be installed at or near the appliance location in accordance with Chapter 39. Exposed lamps shall be protected from damage by location or lamp guards.
Chapter 13 General Mechanical System Requirements,M1306,Section M1306 Clearances From Combustible Construction,1,,,,none,none,
Chapter 13 General Mechanical System Requirements,M1306.1,M1306.1 Appliance Clearance,2,Wall|Slab|Covering,Residential (R)|Business (B)|Assembly (A),sd|dd|cd,fire_resistance_smoke_protection,architect,"Appliances shall be installed with the clearances from unprotected combustible materials as indicated on the appliance label and in the manufacturer's installation instructions. Note: ""A"" equals the required clearance with no protection. ""B"" equals the reduced clearance permitted in accordance with Table M1306.2. The protection applied to the construction using combustible material shall extend far enough in each direction to make ""C"" equal to ""A."" FIGURE M1306.1REDUCED CLEARANCE DIAGRAM"
Chapter 13 General Mechanical System Requirements,M1306.2,M1306.2 Clearance Reduction,2,Wall|Slab|Roof|Covering,Residential (R)|Assembly (A)|Business (B),sd|dd|cd,fire_resistance_smoke_protection,architect,"The reduction of required clearances to combustible assemblies or combustible materials shall be based on Section M1306.2.1 or M1306.2.2. TABLE M1306.2REDUCTION OF CLEARANCES WITH SPECIFIED FORMS OF PROTECTIONa, c, d, e, f, g, h, i, j, k, l TYPE OF PROTECTION APPLIED TO AND COVERING ALL SURFACES OF COMBUSTIBLE MATERIAL WITHIN THE DISTANCE SPECIFIED AS THE REQUIRED CLEARANCE WITH NO PROTECTION (See Figures M1306.1 and M1306.2) WHERE THE REQUIRED CLEARANCE WITHOUT PROTECTION FROM APPLIANCE, VENT CONNECTOR, OR SINGLE-WALL METAL PIPE IS: 36 inches 18 inches 12 inches 9 inches 6 inches Allowable clearances with specified protection (Inches)b Use Column 1 for clearances above an appliance or horizontal connector.Use Column 2 for clearances from an appliance, vertical connector and single-wall metal pipe. Above column 1 Sides and rear Column 2 Above Column 1 Sides and rear Column 2 Above Column 1 Sides and rear Column 2 Above Column 1 Sides and rear Column 2 Above Column 1 Sides and rear Column 2 31/2-inch-thick masonry wall without ventilated airspace — 24 — 12 — 9 — 6 — 5 1/2-inch insulation board over 1-inch glass fiber or mineral wool batts 24 18 12 9 9 6 6 5 4 3 Galvanized sheet steel having a minimum thickness of 0.0236-inch (No. 24 gage) over 1-inch glass fiber or mineral wool batts reinforced with wire or rear face with a ventilated airspace 18 12 9 6 6 4 5 3 3 3 31/2-inch-thick masonry wall with ventilated airspace — 12 — 6 — 6 — 6 — 6 Galvanized sheet steel having a minimum thickness of 0.0236-inch (No. 24 gage) with a ventilated airspace 1 inch off the combustible assembly 18 12 9 6 6 4 5 3 3 2 1/2-inch-thick insulation board with ventilated airspace 18 12 9 6 6 4 5 3 3 3 Galvanized sheet steel having a minimum thickness of 0.0236-inch (No. 24 gage) with ventilated airspace over 24 gage sheet steel with a ventilated space 18 12 9 6 6 4 5 3 3 3 1-inch glass fiber or mineral wool batts sandwiched between two sheets of galvanized sheet steel having a minimum thickness of 0.0236-inch (No. 24 gage) with a ventilated airspace 18 12 9 6 6 4 5 3 3 3 For SI: 1 inch = 25.4 mm, 1 pound per cubic foot = 16.019 kg/m3, °C = [(°F) — 32/1.8], 1 Btu/(h × ft2 × °F/in.) = 0.001442299 (W/cm2 × °C/cm). Reduction of clearances from combustible materials shall not interfere with combustion air, draft hood clearance and relief, and accessibility of servicing. Clearances shall be measured from the surface of the heat-producing appliance or equipment to the outer surface of the combustible material or combustible assembly. Spacers and ties shall be of noncombustible material. Spacers and ties shall not be used directly opposite appliance or connector. Where all clearance reduction systems use a ventilated airspace, adequate provision for air circulation shall be provided as described (see Figures M1306.1 and M1306.2). There shall be not less than 1 inch between clearance reduction systems and combustible walls and ceilings for reduction systems using ventilated airspace. If a wall protector is mounted on a single flat wall away from corners, adequate air circulation shall be permitted to be provided by leaving only the bottom and top edges or only the side and top edges open with not less than a 1-inch air gap. Mineral wool and glass fiber batts (blanket or board) shall have a minimum density of 8 pounds per cubic foot and a minimum melting point of 1,500°F. Insulation material used as part of a clearance reduction system shall have a thermal conductivity of 1.0 Btu inch per square foot per hour °F or less. Insulation board shall be formed of noncombustible material. There shall be not less than 1 inch between the appliance and the protector. The clearance between the appliance and the combustible surface shall not be reduced below that allowed in this table. All clearances and thicknesses are minimum; larger clearances and thicknesses are acceptable. Listed single-wall connectors shall be permitted to be installed in accordance with the terms of their listing and the manufacturer's instructions. For limitations on clearance reduction for solid-fuel-burning appliances, see Section M1306.2.3. For SI: 1 inch = 25.4 mm. FIGURE M1306.2WALL PROTECTOR CLEARANCE REDUCTION SYSTEM"
Chapter 13 General Mechanical System Requirements,M1306.2.1,M1306.2.1 Labeled Assemblies,3,Wall|Slab|BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Storage (S),sd|dd|cd,fire_resistance_smoke_protection,architect,The allowable clearance shall be based on an approved reduced clearance protective assembly that is listed and labeled in accordance with UL 1618.
Chapter 13 General Mechanical System Requirements,M1306.2.2,M1306.2.2 Reduction Table,3,Wall|Covering,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,"Reduction of clearances shall be in accordance with the appliance manufacturer's instructions and Table M1306.2. Forms of protection with ventilated airspace shall conform to the following requirements:Not less than 1-inch (25 mm) airspace shall be provided between the protection and combustible wall surface.Air circulation shall be provided by having edges of the wall protection open not less than 1 inch (25 mm).If the wall protection is mounted on a single flat wall away from corners, air circulation shall be provided by having the bottom and top edges, or the side and top edges not less than 1 inch (25 mm).Wall protection covering two walls in a corner shall be open at the bottom and top edges not less than 1 inch (25 mm)."
Chapter 13 General Mechanical System Requirements,M1306.2.3,M1306.2.3 Solid-Fuel Appliances,3,Wall|Chimney|BuildingElementProxy,Residential (R)|Assembly (A)|Business (B)|Institutional (I),sd|dd|cd,mechanical_systems,mechanical_engineer,"Table M1306.2 shall not be used to reduce the clearance required for solid-fuel appliances listed for installation with minimum clearances of 12 inches (305 mm) or less. For appliances listed for installation with minimum clearances greater than 12 inches (305 mm), Table M1306.2 shall not be used to reduce the clearance to less than 12 inches (305 mm)."
Chapter 13 General Mechanical System Requirements,M1307,Section M1307 Appliance Installation,1,,,,none,none,
Chapter 13 General Mechanical System Requirements,M1307.1,M1307.1 General,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),cd|ca,mechanical_systems,mechanical_engineer,Installation of appliances shall conform to the conditions of their listing and label and the manufacturer's instructions. The manufacturer's operating and installation instructions shall remain attached to the appliance.
Chapter 13 General Mechanical System Requirements,M1307.2,M1307.2 Anchorage of Appliances,2,BuildingElementProxy|Wall|Slab,Residential (R)|Business (B),dd|cd,mechanical_systems,mechanical_engineer,"Appliances designed to be fixed in position shall be fastened or anchored in an approved manner. In Seismic Design Categories D0, D1 and D2, and in townhouses in Seismic Design Category C, water heaters and thermal storage units shall be anchored or strapped to resist horizontal displacement caused by earthquake motion in accordance with Section R301.2.2.10."
Chapter 13 General Mechanical System Requirements,M1307.3,M1307.3 Elevation of Ignition Source,2,BuildingElementProxy,Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,"Appliances having an ignition source shall be elevated such that the source of ignition is not less than 18 inches (457 mm) above the floor in garages. For the purpose of this section, rooms or spaces that are not part of the living space of a dwelling unit and that communicate with a private garage through openings shall be considered to be part of the garage.Exception: Elevation of the ignition source is not required for appliances that are listed as flammable-vapor-ignition resistant."
Chapter 13 General Mechanical System Requirements,M1307.3.1,M1307.3.1 Protection From Impact,3,BuildingElementProxy|Wall|Slab,Business (B)|Factory and Industrial (F)|High Hazard (H)|Mercantile (M)|Storage (S),sd|dd|cd,mechanical_systems,mechanical_engineer,Appliances shall not be installed in a location subject to vehicle damage except where protected by approved barriers.
Chapter 13 General Mechanical System Requirements,M1307.4,M1307.4 Hydrogen-Generating and Refueling Operations,2,Wall|Slab|Door|Window,Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,"Ventilation shall be required in accordance with Section M1307.4.1, M1307.4.2 or M1307.4.3 in private garages that contain hydrogen-generating appliances or refueling systems. For the purpose of this section, rooms or spaces that are not part of the living space of a dwelling unit and that communicate directly with a private garage through openings shall be considered to be part of the private garage."
Chapter 13 General Mechanical System Requirements,M1307.4.1,M1307.4.1 Natural Ventilation,3,Wall|Slab|Door|Window|BuildingElementProxy,Factory and Industrial (F)|High Hazard (H)|Utility and Miscellaneous (U),sd|dd|cd,hazardous_materials,mechanical_engineer,"Indoor locations intended for hydrogen-generating or refueling operations shall be limited to a maximum floor area of 850 square feet (79 m2) and shall communicate with the outdoors in accordance with Sections M1307.4.1.1 and M1307.4.1.2. The maximum rated output capacity of hydrogen-generating appliances shall not exceed 4 standard cubic feet per minute (1.9 L/s) of hydrogen for each 250 square feet (23 m2) of floor area in such spaces. The minimum cross-sectional dimension of air openings shall be 3 inches (76 mm). Where ducts are used, they shall be of the same cross-sectional area as the free area of the openings to which they connect. In those locations, equipment and appliances having an ignition source shall be located so that the source of ignition is not within 12 inches (305 mm) of the ceiling."
Chapter 13 General Mechanical System Requirements,M1307.4.1.1,M1307.4.1.1 Two Openings,4,Wall|Window,Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,"Two permanent openings shall be constructed within the garage. The upper opening shall be located entirely within 12 inches (305 mm) of the ceiling of the garage. The lower opening shall be located entirely within 12 inches (305 mm) of the floor of the garage. Both openings shall be constructed in the same exterior wall. The openings shall communicate directly with the outdoors and shall have a minimum free area of 1/2 square foot per 1,000 cubic feet (1.7 m2/1000 m3) of garage volume."
Chapter 13 General Mechanical System Requirements,M1307.4.1.2,M1307.4.1.2 Louvers and Grilles,4,Wall|Window|Door|BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Utility and Miscellaneous (U),dd|cd,mechanical_systems,mechanical_engineer,"In calculating free area required by Section M1307.4.1, the required size of openings shall be based on the net free area of each opening. If the free area through a design of louver or grille is known, it shall be used in calculating the size opening required to provide the free area specified. If the design and free area are not known, it shall be assumed that wood louvers will have a 25-percent free area and metal louvers and grilles will have a 75-percent free area. Louvers and grilles shall be fixed in the open position."
Chapter 13 General Mechanical System Requirements,M1307.4.2,M1307.4.2 Mechanical Ventilation,3,MechanicalSystem|Wall|Slab|Door,Factory and Industrial (F)|High Hazard (H)|Utility and Miscellaneous (U),sd|dd|cd,mechanical_systems,mechanical_engineer,"Indoor locations intended for hydrogen-generating or refueling operations shall be ventilated in accordance with Section 502.16 of the International Mechanical Code. In these locations, equipment and appliances having an ignition source shall be located so that the source of ignition is below the mechanical ventilation outlet(s)."
Chapter 13 General Mechanical System Requirements,M1307.4.3,M1307.4.3 Specially Engineered Installations,3,BuildingElementProxy|MechanicalSystem,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|High Hazard (H),dd|cd,mechanical_systems,mechanical_engineer,"As an alternative to the provisions of Sections M1307.4.1 and M1307.4.2, the necessary supply of air for ventilation and dilution of flammable gases shall be provided by an approved engineered system."
Chapter 13 General Mechanical System Requirements,M1307.5,M1307.5 Electrical Appliances,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,electrical_systems,electrical_engineer,"Electrical appliances shall be installed in accordance with Chapters 14, 15, 19, 20 and 34 through 43."
Chapter 13 General Mechanical System Requirements,M1307.6,M1307.6 Plumbing Connections,2,PlumbingSystems,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Institutional (I),dd|cd,plumbing_systems,mechanical_engineer,Potable water and drainage system connections to equipment and appliances regulated by this code shall be in accordance with Chapters 29 and 30.
Chapter 13 General Mechanical System Requirements,M1307.7,M1307.7 Prohibited Support,2,Slab|Wall|Covering,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,Gypsum board shall not be used as a support base under an appliance.
Chapter 13 General Mechanical System Requirements,M1308,Section M1308 Mechanical Systems Installation,1,,,,none,none,
Chapter 13 General Mechanical System Requirements,M1308.1,M1308.1 Drilling and Notching,2,Wall|Beam|Column|Slab,Residential (R)|Business (B)|Assembly (A)|Educational (E),sd|dd|cd,structural_design,structural_engineer,"Wood-framed structural members shall be drilled, notched or altered in accordance with the provisions of Sections R502.8, R602.6, R602.6.1 and R802.7. Holes in load-bearing members of cold-formed steel light-frame construction shall be permitted only in accordance with Sections R505.2.6, R603.2.6 and R804.2.6. In accordance with the provisions of Sections R505.3.5, R603.3.4 and R804.3.3, cutting and notching of flanges and lips of load-bearing members of cold-formed steel light frame construction shall not be permitted. Structural insulated panels (SIPs) shall be drilled and notched or altered in accordance with the provisions of Section R610.7."
Chapter 13 General Mechanical System Requirements,M1308.2,M1308.2 Protection Against Physical Damage,2,Wall|Slab|BuildingElementProxy,Business (B)|Residential (R)|Assembly (A)|Educational (E)|Mercantile (M),dd|cd,mechanical_systems,mechanical_engineer,"Where piping will be concealed within light-frame construction assemblies, the piping shall be protected against penetration by fasteners in accordance with Sections M1308.2.1 through M1308.2.3.Exception: Cast-iron piping and galvanized steel piping shall not be required to be protected."
Chapter 13 General Mechanical System Requirements,M1308.2.1,M1308.2.1 Piping Through Bored Holes or Notches,3,Wall|Slab|Beam,Assembly (A)|Business (B)|Educational (E)|Residential (R),cd|ca,plumbing_systems,mechanical_engineer,"Where piping is installed through holes or notches in framing members and is located less than 11/4 inches (32 mm) from the framing member face to which wall, ceiling or floor membranes will be attached, the pipe shall be protected by shield plates that cover the width of the pipe and the framing member and that extend 2 inches (51 mm) to each side of the framing member. Where the framing member that the piping passes through is a bottom plate, bottom track, top plate or top track, the shield plates shall cover the framing member and extend 2 inches (51 mm) above the bottom framing member and 2 inches (51 mm) below the top framing member."
Chapter 13 General Mechanical System Requirements,M1308.2.2,M1308.2.2 Piping in Other Locations,3,Wall|Slab|Beam|BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),cd|ca,plumbing_systems,mechanical_engineer,"Where piping is located within a framing member and is less than 11/4 inches (32 mm) from the framing member face to which wall, ceiling or floor membranes will be attached, the piping shall be protected by shield plates that cover the width and length of the piping. Where piping is located outside of a framing member and is located less than 11/2 inches (38 mm) from the nearest edge of the face of the framing member to which the membrane will be attached, the piping shall be protected by shield plates that cover the width and length of the piping."
Chapter 13 General Mechanical System Requirements,M1308.2.3,M1308.2.3 Shield Plates,3,Wall|Slab|Beam,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Mercantile (M),dd|cd,mechanical_systems,mechanical_engineer,Shield plates shall be of steel material having a thickness of not less than 0.0575 inch (1.463 mm) (No. 16 gage).
