section,reference,display_title,depth,ifc_type,occupancy,design_phase,code_category,primary_responsibility,body
Chapter 11 [RE] Energy Efficiency,N1102.1.2,N1102.1.2 (R402.1.2) Insulation and Fenestration Criteria,3,Slab|Roof|Wall|Window,Residential (R),sd|dd|cd,assemblies_envelope,architect,"The building thermal envelope shall meet the requirements of Table N1102.1.2 based on the climate zone specified in Section N1101.7. Assemblies shall have a U-factor or F-factor equal to or less than that specified in Table N1102.1.2. Fenestration shall have a U-factor and glazed fenestration SHGC equal to or less than that specified in Table N1102.1.2. TABLE N1102.1.2 (R402.1.2)MAXIMUM ASSEMBLY U-FACTORSa AND FENESTRATION REQUIREMENTS CLIMATE ZONE 0 1 2 3 4 EXCEPT MARINE 5 AND MARINE 4 6 7 AND 8 VERTICAL FENESTRATION U-FACTOR 0.50 0.50 0.40 0.30 0.30 0.28d 0.28d 0.27d SKYLIGHT U-FACTOR 0.60 0.60 0.60 0.53 0.53 0.50 0.50 0.50 GLAZED VERTICAL FENESTRATION SHGC 0.25 0.25 0.25 0.25 0.40 NR NR NR SKYLIGHT SHGC 0.28 0.28 0.28 0.28 0.40 NR NR NR CEILING U-FACTOR 0.035 0.035 0.030 0.030 0.026 0.026 0.026 0.026 INSULATION ENTIRELY ABOVE ROOF DECK 0.039 0.039 0.039 0.039 0.032 0.032 0.032 0.028 WOOD-FRAMED WALL U-FACTOR 0.084 0.084 0.084 0.060 0.045 0.045 0.045 0.045 MASS WALL U-FACTORb 0.197 0.197 0.165 0.098 0.098 0.082 0.060 0.057 FLOOR U-FACTOR 0.064 0.064 0.064 0.047 0.047 0.033 0.033 0.028 BASEMENT WALL U-FACTOR 0.360 0.360 0.360 0.091c 0.059 0.050 0.050 0.050 UNHEATED SLAB F-FACTORe 0.73 0.73 0.73 0.54 0.51 0.51 0.48 0.48 HEATED SLAB F-FACTORe 0.74 0.74 0.74 0.66 0.66 0.66 0.66 0.66 CRAWL SPACE WALL U-FACTOR 0.477 0.477 0.477 0.136 0.065 0.055 0.055 0.055 For SI: 1 foot = 304.8 mm. Nonfenestration U-factors and F-factors shall be obtained from measurement, calculation, an approved source or Appendix NF where such appendix is adopted or approved. Mass walls shall be in accordance with Section N1102.2.6. Where more than half the insulation is on the interior, the mass wall U-factors shall not exceed 0.17 in Climate Zones 0 and 1, 0.14 in Climate Zone 2, 0.12 in Climate Zone 3, 0.087 in Climate Zone 4 except Marine, 0.065 in Climate Zone 5 and Marine 4, and 0.057 in Climate Zones 6 through 8. In Warm Humid locations as defined by Figure N1101.7 and Table N1101.7, the basement wall U-factor shall not exceed 0.360. A maximum U-factor of 0.30 shall apply in Marine Climate Zone 4 and Climate Zones 5 through 8 to vertical fenestration products installed in buildings located either: Above 4,000 feet in elevation above sea level, or In windborne debris regions where protection of openings is required by Section R301.2.1.2. F-factors for slabs shall correspond to the R-values of Table N1102.1.3 and the installation conditions of Section N1102.2.10.1."
Chapter 11 [RE] Energy Efficiency,N1102.1.3,N1102.1.3 (R402.1.3) R -Value Alternative,3,Wall|Roof|Slab|Window|Door,Residential (R),sd|dd|cd,assemblies_envelope,architect,"Assemblies with an R-value of insulation materials equal to or greater than that specified in Table N1102.1.3 shall be an alternative to the U-factor or F-factor in Table N1102.1.2. TABLE N1102.1.3 (R402.1.3)INSULATION MINIMUM R-VALUES AND FENESTRATION REQUIREMENTS BY COMPONENTa CLIMATE ZONE 0 1 2 3 4 EXCEPT MARINE 5 AND MARINE 4 6 7 AND 8 VERTICAL FENESTRATION U-FACTOR 0.50 0.50 0.40 0.30 0.30 0.28g 0.28g 0.27g SKYLIGHT U-FACTOR 0.60 0.60 0.60 0.53 0.53 0.50 0.50 0.50 GLAZED VERTICAL FENESTRATION SHGC 0.25 0.25 0.25 0.25 0.40 NR NR NR SKYLIGHT SHGC 0.28 0.28 0.28 0.28 0.40 NR NR NR CEILING R-VALUE 30 30 38 38 49 49 49 49 INSULATION ENTIRELY ABOVE ROOF DECK 25ci 25ci 25ci 25ci 30ci 30ci 30ci 35ci WOOD-FRAMED WALL R-VALUEe, h 13 or 0&amp;10ci 13 or 0&amp;10ci 13 or 0&amp;10ci 20 or 13&amp;5cih or 0&amp;15cih 30 or 20&amp;5ci or 13&amp;10ci or 0&amp;20ci 30 or 20&amp;5ci or 13&amp;10ci or 0&amp;20ci 30 or 20&amp;5ci or 13&amp;10ci or 0&amp;20ci 30 or 20&amp;5ci or 13&amp;10ci or 0&amp;20ci MASS WALL R-VALUEf 3/4 3/4 4/6 8/13 8/13 13/17 15/20 19/21 FLOOR R-VALUEh 13 or 7+5ci or 10ci 13 or 7+5ci or 10ci 13 or 7+5ci or 10ci 19 or 13+5ci or 15ci 19 or 13+5ci or 15ci 30 or 19+7.5ci or 20ci 30 or 19+7.5ci or 20ci 38 or 19+10ci or 25ci BASEMENT WALL R-VALUEb, e 0 0 0 5ci or 13d 10ci or 13 15ci or 19 or 13&amp;5ci 15ci or 19 or 13&amp;5ci 15ci or 19 or 13&amp;5ci UNHEATED SLAB R-VALUE &amp; DEPTHc 0 0 0 10ci, 2 ft 10ci, 3 ft 10ci, 3 ft 10ci, 4 ft 10ci, 4 ft HEATED SLAB R-VALUE &amp; DEPTHc R-5ci edge and R-5 full slab R-5ci edge and R-5 full slab R-5ci edge and R-5 full slab R-10ci, 2 ft and R-5 full slab R-10ci, 3 ft and R-5 full slab R-10ci, 3 ft and R-5 full slab R-10ci, 4 ft and R-5 full slab R-10ci, 4 ft and R-5 full slab CRAWL SPACE WALL R-VALUEb, e 0 0 0 5ci or 13d 10ci or 13 15ci or 19 or 13&amp;5ci 15ci or 19 or 13&amp;5ci 15ci or 19 or 13&amp;5ci For SI: 1 foot = 304.8 mm. NR = Not Required, ci = Continuous Insulation. R-values are minimums. U-factors and SHGC are maximums. Where insulation is installed in a cavity that is less than the label or design thickness of the insulation, the installed R-value of the insulation shall be not less than the R-value specified in the table. ""5ci or 13"" means R-5 continuous insulation (ci) on the interior or exterior surface of the wall or R-13 cavity insulation on the interior side of the wall. ""10ci or 13"" means R-10 continuous insulation (ci) on the interior or exterior surface of the wall or R-13 cavity insulation on the interior side of the wall. ""15ci or 19 or 13&amp;5ci"" means R-15 continuous insulation (ci) on the interior or exterior surface of the wall; or R-19 cavity insulation on the interior side of the wall; or R-13 cavity insulation on the interior of the wall in addition to R-5 continuous insulation on the interior or exterior surface of the wall. Slab insulation shall be installed in accordance with Section N1102.2.10.1. Basement wall insulation shall not be required in Warm Humid locations as defined by Figure N1101.7 and Table N1101.7. The first value is cavity insulation; the second value is continuous insulation. Therefore, as an example, ""13&amp;5"" means R-13 cavity insulation plus R-5 continuous insulation. Mass walls shall be in accordance with Section N1102.2.6. The second R-value applies where more than half of the insulation is on the interior of the mass wall. A maximum U-factor of 0.30 shall apply in Marine Climate Zone 4 and Climate Zones 5 through 8 to vertical fenestration products installed in buildings located either: Above 4,000 feet in elevation. In windborne debris regions where protection of openings is required by Section R301.2.1.2. ""30 or 19+7.5ci or 20ci"" means R-30 cavity insulation alone or R-19 cavity insulation with R-7.5 continuous insulation or R-20 continuous insulation alone."
Chapter 11 [RE] Energy Efficiency,N1102.1.4,N1102.1.4 (R402.1.4) R-Value Computation,3,Wall|Roof|Slab|Covering,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Institutional (I),sd|dd|cd,assemblies_envelope,architect,"Cavity insulation alone shall be used to determine compliance with the cavity insulation R-value requirements in Table N1102.1.3. Where cavity insulation is installed in multiple layers, the R-values of the cavity insulation layers shall be summed to determine compliance with the cavity insulation R-value requirements. The manufacturer's settled R-value shall be used for blown-in insulation. Continuous insulation (ci) alone shall be used to determine compliance with the continuous insulation R-value requirements in Table N1102.1.3. Where continuous insulation is installed in multiple layers, theR-values of the continuous insulation layers shall be summed to determine compliance with the continuous insulation R-value requirements. Cavity insulation R-values shall not be used to determine compliance with the continuous insulation R-value requirements in Table N1102.1.3. Computed R-values shall not include an R-value for other building materials or air films. Where insulated siding is used for the purpose of complying with the continuous insulation requirements of Table N1102.1.3, the manufacturer's labeled R-value for insulated siding shall be reduced by R-0.6."
Chapter 11 [RE] Energy Efficiency,N1102.1.5,N1102.1.5 (R402.1.5) Component Performance Alternative,3,Wall|Roof|Slab|Window|Door,Residential (R),sd|dd|cd,assemblies_envelope,architect,"Where the proposed total building thermal envelope thermal conductance (TCp) is less than or equal to the required total building thermal envelope thermal conductance (TCr) using factors in Table N1102.1.2, the building shall be considered to be in compliance with Table N1102.1.2. The total thermal conductance (TC) shall be determined in accordance with Equation 11-5. Proposed U-factors and slab-on-grade F-factors shall be taken from ANSI/ASHRAE/IES 90.1 Appendix A or determined using a method consistent with the ASHRAE Handbook of Fundamentals and shall include the thermal bridging effects of framing materials. In addition to TC compliance, the SHGC requirements of Table N1102.1.2 and the maximum fenestration U-factors of Section N1102.6 shall be met. Equation 11-5 where: TCp = UpA + FpP TCr = UrA + FrP UpA = the sum of proposed U-factors times the assembly areas in the proposed building. FpP = the sum of the proposed F-factors times the slab-on-grade perimeter lengths in the proposed building. UrA = the sum of U-factors in Table N1102.1.2 times the same assembly areas as in the proposed building. FrP = the sum of F-factors in Table N1102.1.2 times the same slab-on-grade perimeter lengths as in the proposed building. Exception: For Climate Zones 0, 1 and 2, the value of FrP shall equal the value of FpP."
Chapter 11 [RE] Energy Efficiency,N1102.1.6,N1102.1.6 (R402.1.6) Rooms Containing Fuel-Burning Appliances,3,Wall|Slab|Door|Covering,Residential (R),sd|dd|cd,assemblies_envelope,architect,"In Climate Zones 3 through 8, where open combustion air ducts provide combustion air to open combustion fuel-burning appliances, the appliances and combustion air opening shall be located outside the building thermal envelope or enclosed in a room that is isolated from inside the building thermal envelope. Such rooms shall be sealed and insulated in accordance with the building thermal envelope requirements of Table N1102.1.3, where the walls, floors and ceilings shall meet a minimum of the basement wall R-value requirement. The door into the room shall be fully gasketed and any water lines and ducts in the room insulated in accordance with Section N1103. The combustion air duct shall be insulated where it passes through conditioned space to an R-value of not less than R-8. Exceptions: Direct vent appliances with both intake and exhaust pipes installed continuous to the outside. Fireplaces and stoves complying with Sections N1102.5.2 and R1006."
Chapter 11 [RE] Energy Efficiency,N1102.2,N1102.2 (R402.2) Specific Insulation Requirements,2,Wall|Roof|Slab|Window|Door,Residential (R),sd|dd|cd,assemblies_envelope,architect,"In addition to the requirements of Section N1102.1, insulation shall meet the specific requirements of Sections N1102.2.1 through N1102.2.13."
Chapter 11 [RE] Energy Efficiency,N1102.2.1,N1102.2.1 (R402.2.1) Ceilings With Attics,3,Slab|Roof,Residential (R),sd|dd|cd,assemblies_envelope,architect,"Where Section N1102.1.3 requires R-38 insulation in the ceiling or attic, installing R-30 over 100 percent of the ceiling or attic area requiring insulation shall satisfy the requirement for R-38 insulation wherever the full height of uncompressed R-30 insulation extends over the wall top plate at the eaves. Where Section N1102.1.3 requires R-49 insulation in the ceiling or attic, installing R-38 insulation over 100 percent of the ceiling or attic area requiring insulation shall satisfy the requirement for R-49 insulation wherever the full height of uncompressed R-38 insulation extends over the wall top plate at the eaves. This reduction shall not apply to the insulation and fenestration criteria in Section N1102.1.2 and the component performance alternative in Section N1102.1.5."
Chapter 11 [RE] Energy Efficiency,N1102.2.2,N1102.2.2 (R402.2.2) Ceilings Without Attics,3,Roof|Slab|Wall,Residential (R),sd|dd|cd,assemblies_envelope,architect,"Where Section N1102.1.3 requires insulation R-values greater than R-30 in the interstitial space above a ceiling and below the structural roof deck, and the design of the roof/ceiling assembly does not allow sufficient space for the required insulation, the minimum required insulation R-value for such roof/ceiling assemblies shall be R-30. Insulation shall extend over the top of the wall plate to the outer edge of such plate and shall not be compressed. This reduction of insulation from the requirements of Section N1102.1.3 shall be limited to 500 square feet (46 m2) or 20 percent of the total insulated ceiling area, whichever is less. This reduction shall not apply to the component performance alternative in Section N1102.1.5."
Chapter 11 [RE] Energy Efficiency,N1102.2.3,N1102.2.3 (R402.2.3) Attic Knee Wall,3,Wall|Covering,Residential (R),sd|dd|cd,assemblies_envelope,architect,Wood attic knee wall assemblies that separate conditioned space from unconditioned attic spaces shall comply with Table N1102.1.3 for wood-framed walls. Steel attic knee wall assemblies shall comply with Section N1102.2.7. Such knee walls shall have an air barrier between conditioned and unconditioned space.
Chapter 11 [RE] Energy Efficiency,N1102.2.3.1,N1102.2.3.1 (R402.2.3.1) Roof Truss Framing Separating Conditioned and Unconditioned Space,4,Roof|Slab|Wall,Assembly (A)|Business (B)|Educational (E)|Residential (R),sd|dd|cd,assemblies_envelope,architect,"Where wood vertical roof truss framing members are used to separate conditioned space and unconditioned space, they shall comply with Table N1102.1.3 for wood-framed walls. Steel frame vertical roof truss framing members used to separate conditioned space and unconditioned space shall comply with Section N1102.2.7."
Chapter 11 [RE] Energy Efficiency,N1102.2.4,N1102.2.4 (R402.2.4) Eave Baffle,3,Roof|Covering|Slab,Residential (R),sd|dd|cd,assemblies_envelope,architect,"For air-permeable insulation in vented attics, a baffle shall be installed adjacent to soffit and eave vents. Baffles shall maintain a net free area opening equal to or greater than the size of the vent. The baffle shall extend over the top of the attic insulation. The baffle shall be permitted to be any solid material. The baffle shall be installed to the outer edge of the exterior wall top plate so as to provide maximum space for attic insulation coverage over the top plate. Where soffit venting is not continuous, baffles shall be installed continuously to prevent ventilation air in the eave soffit from bypassing the baffle."
Chapter 11 [RE] Energy Efficiency,N1102.2.5,N1102.2.5 (R402.2.5) Access Hatches and Doors,3,Door|Slab|Stair,Residential (R),sd|dd|cd,assemblies_envelope,architect,"Access hatches and doors from conditioned to unconditioned spaces such as attics and crawl spaces shall be insulated to the same R-value required by Table N1102.1.3 for the wall or ceiling in which they are installed. Exceptions: Vertical doors providing access from conditioned spaces to unconditioned spaces that comply with the fenestration requirements of Table N1102.1.3 based on the applicable climate zone specified in Chapter 3. Horizontal pull-down, stair-type access hatches in ceiling assemblies that provide access from conditioned to unconditioned spaces in Climate Zones 0 through 4 shall not be required to comply with the insulation level of the surrounding surfaces provided that the hatch meets all of the following: The average U-factor of the hatch shall be less than or equal to U-0.10 or have an average insulation R-value of R-10 or greater. Not less than 75 percent of the panel area shall have an insulation R-value of R-13 or greater. The net area of the framed opening shall be less than or equal to 13.5 square feet(1.25 m2). The perimeter of the hatch edge shall be weather-stripped. The reduction shall not apply to the component performance alternative in Section N1102.1.5."
Chapter 11 [RE] Energy Efficiency,N1102.2.5.1,N1102.2.5.1 (R402.2.5.1) Access Hatch and Door Insulation Installation and Retention,4,Door|Slab|Covering,Residential (R),sd|dd|cd,assemblies_envelope,architect,"Vertical or horizontal access hatches and doors from conditioned spaces to unconditioned spaces such as attics and crawl spaces shall be weather-stripped. Access that prevents damaging or compressing the insulation shall be provided to all equipment. Where loose-fill insulation is installed, a wood-framed or equivalent baffle, retainer or dam shall be installed to prevent loose-fill insulation from spilling into living space from higher to lower sections of the attic, and from attics covering conditioned spaces to unconditioned spaces. The baffle or retainer shall provide a permanent means of maintaining the installed R-value of the loose-fill insulation."
Chapter 11 [RE] Energy Efficiency,N1102.2.6,N1102.2.6 (R402.2.6) Mass Walls,3,Wall,Assembly (A)|Business (B)|Educational (E)|Residential (R),sd|dd|cd,assemblies_envelope,architect,"Mass walls where used as a component of the building thermal envelope shall be one of the following:Above-ground walls of concrete block, concrete, insulated concrete form, masonry cavity, brick but not brick veneer, adobe, compressed earth block, rammed earth, solid timber, mass timber or solid logs.Any wall having a heat capacity greater than or equal to 6 Btu/ft2 × °F (123 kJ/m2 × K)."
Chapter 11 [RE] Energy Efficiency,N1102.2.7,"N1102.2.7 (R402.2.7) Steel-Frame Ceilings, Walls, and Floors",3,Wall|Slab|Roof,Assembly (A)|Business (B)|Residential (R),sd|dd|cd,assemblies_envelope,architect,"Steel-frame ceilings, walls, and floors shall comply with the U-factor requirements of Table N1102.1.2. The calculation of the U-factor for a steel-framed ceilings and walls in a building thermal envelope assembly shall be determined in accordance with AISI S250, modified as follows:Where the steel-framed wall contains no cavity insulation, and uses continuous insulation to satisfy the U-factor maximum, the steel-framed wall member spacing is permitted to be installed at any on-center spacing.Where the steel-framed wall contains framing spaced at 24 inches (610 mm) on center with a 23 percent framing factor, or framing spaced at 16 inches (400 mm) on center with a 25 percent framing factor, the next lower framing member spacing input values shall be used when calculating using AISI S250.Where the steel-framed wall contains less than 23 percent framing factors, AISI S250 shall be used without any modifications.Where the steel-framed wall contains other than standard C-shaped framing members, the AISI S250 calculation option for other than standard C-shaped framing is permitted to be used."
Chapter 11 [RE] Energy Efficiency,N1102.2.8,N1102.2.8 (R402.2.8) Floors,3,Slab|Covering|BuildingElementProxy,Residential (R),sd|dd|cd,assemblies_envelope,architect,Floor insulation shall be installed in accordance with all of the following: Table N1102.1.2 or N1102.1.3 and manufacturer's instructions. Floor framing members that are part of the building thermal envelope shall be air sealed to maintain a continuous air barrier. One of the following methods: Cavity insulation shall be installed to maintain permanent contact with the underside of the subfloor decking. Cavity insulation shall be installed to maintain contact with the top side of sheathing separating the cavity and the unconditioned space below. Insulation shall extend from the bottom to the top of all perimeter floor framing members. A combination of cavity insulation and continuous insulation shall be installed such that the cavity insulation maintains contact with the top side of the continuous insulation and the continuous insulation maintains contact with the underside of the structural floor system. Insulation shall extend from the bottom to the top of all perimeter floor framing members. Continuous insulation shall be installed to maintain contact with the underside of the structural floor system. Insulation shall extend from the bottom to the top of all perimeter floor framing members.
Chapter 11 [RE] Energy Efficiency,N1102.2.9,N1102.2.9 (R402.2.9) Basement Walls,3,Wall|Slab|Door|Covering,Residential (R),sd|dd|cd,assemblies_envelope,architect,"Basement walls shall be insulated in accordance with Table N1102.1.3. Exception: Basement walls associated with unconditioned basements where the following requirements are met: The floor overhead, including the underside stairway stringer leading to the basement, is insulated in accordance with Section N1102.1.3 and applicable provisions of Sections N1102.2 and N1102.2.8. There are no uninsulated ductwork, domestic hot water piping or hydronic heating surfaces exposed to the basement. There are no HVAC supply or return diffusers serving the basement. The walls surrounding the stairway and adjacent to conditioned space are insulated in accordance with Section N1102.1.3 and applicable provisions of Section N1102.2. The door(s) leading to the basement from conditioned spaces are insulated in accordance with Section N1102.1.3 and applicable provisions of Section N1102.2, and weather-stripped in accordance with Section N1102.5. The building thermal envelope separating the basement from adjacent conditioned spaces complies with Section N1102.5."
Chapter 11 [RE] Energy Efficiency,N1102.2.9.1,N1102.2.9.1 (R402.2.9.1) Basement Wall Insulation Installation,4,Wall|Slab,Residential (R)|Assembly (A)|Business (B),sd|dd|cd,assemblies_envelope,architect,"Where basement walls are insulated, the insulation shall be installed from the top of the basement wall down to 10 feet (3048 mm) below grade or to the basement floor, whichever is less, or in accordance with the proposed design or the rated design, as applicable."
Chapter 11 [RE] Energy Efficiency,N1102.2.10,N1102.2.10 (R402.2.10) Slab-on-Grade Floors,3,Slab,Residential (R),sd|dd|cd,assemblies_envelope,architect,Slab-on-grade floors with a floor surface within 24 inches (610 mm) above or below grade shall be insulated in accordance with Section N1102.2.10.1 or N1102.2.10.2.Exception: Slab-edge insulation is not required in jurisdictions designated by the code official as having a very heavy termite infestation probability.
Chapter 11 [RE] Energy Efficiency,N1102.2.10.1,N1102.2.10.1 (R402.2.10.1) Slab-on-Grade Floor Insulation Installation,4,Slab|Footing|Wall|Pavement,Residential (R)|Business (B)|Educational (E),sd|dd|cd,assemblies_envelope,architect,"For buildings complying with Section N1101.13.1, the slab edge continuous insulation shall extend downward from the top of the slab on the outside or inside of the foundation wall. Insulation located below grade shall extend the vertical distance provided in Table N1102.1.3, but need not exceed the footing depth in accordance with Section R403.1.4. Where a proposed design includes insulation extending away from the building, it shall be protected by pavement or by not less than 10 inches (254 mm) of soil. The top edge of the insulation installed between the exterior wall and the edge of the interior slab shall be permitted to be cut at a 45-degree (0.79 rad) angle away from the exterior wall. Full-slab insulation shall be continuous under the entire area of the slab-on-grade floor, except at structural column locations and service penetrations. Slab edge insulation required at the heated slab perimeter shall not be required to extend below the bottom of the heated slab and shall be continuous with the full slab insulation."
Chapter 11 [RE] Energy Efficiency,N1102.2.10.2,N1102.2.10.2 (R402.2.10.2) Alternative Slab-on-Grade Insulation Configurations,4,Slab,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,assemblies_envelope,architect,"For buildings complying with Section N1105 or N1106, slab-on-grade insulation shall be installed in accordance with the proposed design or rated design."
Chapter 11 [RE] Energy Efficiency,N1102.2.11,N1102.2.11 (R402.2.11) Crawl Space Walls,3,Wall|Slab,Residential (R),sd|dd|cd,assemblies_envelope,architect,Crawl space walls shall be insulated in accordance with Section N1102.2.11.1 or N1102.2.11.2. Exception: Crawl space walls associated with a crawl space that is vented to the outdoors and the floor overhead is insulated in accordance with Table N1102.1.3 and Section N1102.2.8.
Chapter 11 [RE] Energy Efficiency,N1102.2.11.1,N1102.2.11.1 (R402.2.11.1) Crawl Space Wall Insulation Installation,4,Wall|Slab|Footing|Covering,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,assemblies_envelope,architect,"Where installed, crawl space wall insulation shall be secured to the wall and extend downward from the sill plate to not less than the top of the foundation wall footing.Exception: Where the crawl space wall insulation is installed on the interior side of the wall and the crawl space floor is more than 24 inches (610 mm) below the exterior grade, the crawl space wall insulation shall be permitted to extend downward from the sill plate at the top of the foundation wall to not less than the interior floor of the crawl space.Exposed earth in crawl space foundations shall be covered with a continuous Class I vapor retarder in accordance with this code. Joints of the vapor retarder shall overlap by 6 inches (153 mm) and be sealed or taped. The edges of the vapor retarder shall extend not less than 6 inches (153 mm) up the stem walls and shall be attached to the stem walls."
Chapter 11 [RE] Energy Efficiency,N1102.2.11.2,N1102.2.11.2 (R402.2.11.2) Alternative Crawl Space Wall Insulation Configurations,4,Wall|Slab,Residential (R),sd|dd|cd,assemblies_envelope,architect,"For buildings complying with Section N1105 or N1106, crawl space wall insulation shall be installed in accordance with the proposed design or rated design."
Chapter 11 [RE] Energy Efficiency,N1102.2.12,N1102.2.12 (R402.2.12) Masonry Veneer,3,Wall|Slab|Footing,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,assemblies_envelope,architect,Insulation shall not be required on the horizontal portion of a foundation that supports a masonry veneer.
Chapter 11 [RE] Energy Efficiency,N1102.2.13,N1102.2.13 (R402.2.13) Sunroom and Heated Garage Insulation,3,Wall|Roof|Slab|Door|Window,Residential (R),sd|dd|cd,assemblies_envelope,architect,"Sunrooms enclosing conditioned space and heated garages shall meet the insulation requirements of this code. Exception: For sunrooms and heated garages provided with thermal isolation, and enclosing conditioned space, the following exceptions to the insulation requirements of this code shall apply: The minimum ceiling insulation R-values shall be R-19 in Climate Zones 0 through 4 and R-24 in Climate Zones 5 through 8. The minimum wall insulation R-value shall be R-13 in all climate zones. Walls separating a sunroom or heated garage with thermal isolation from conditioned space shall comply with the building thermal envelope requirements of this code."
Chapter 11 [RE] Energy Efficiency,N1102.3,N1102.3 (R402.3) Radiant Barriers,2,Roof|Slab|BuildingElementProxy,Residential (R)|Assembly (A)|Business (B),dd|cd,assemblies_envelope,architect,"Where installed, radiant barriers shall be installed in accordance with ASTM C1743."
Chapter 11 [RE] Energy Efficiency,N1102.4,N1102.4 (R402.4) Fenestration,2,Window|Door|CurtainWall|ShadingDevice,Residential (R),sd|dd|cd,assemblies_envelope,architect,"In addition to the requirements of Section N1102, fenestration shall comply with Sections N1102.4.1 through N1102.4.5."
Chapter 11 [RE] Energy Efficiency,N1102.4.1,N1102.4.1 (R402.4.1) U-factor,3,Window|Door|CurtainWall,Residential (R)|Assembly (A)|Business (B),sd|dd|cd,assemblies_envelope,architect,An area-weighted average of fenestration products shall be permitted to satisfy the U-factor requirements.
Chapter 11 [RE] Energy Efficiency,N1102.4.2,N1102.4.2 (R402.4.2) Glazed Fenestration SHGC,3,Window|CurtainWall,Assembly (A)|Business (B)|Educational (E)|Mercantile (M)|Residential (R),sd|dd|cd,assemblies_envelope,architect,"An area-weighted average of fenestration products more than 50 percent glazed shall be permitted to satisfy the SHGC requirements.Dynamic glazing shall be permitted to satisfy the SHGC requirements of Table N1102.1.2 provided that the ratio of the higher to lower labeled SHGC is greater than or equal to 2.4, and the dynamic glazing is automatically controlled to modulate the amount of solar gain into the space in multiple steps. Dynamic glazing shall be considered separately from other fenestration, and area-weighted averaging with other fenestration that is not dynamic glazing shall be prohibited.Exception: Dynamic glazing shall not be required to comply with this section where both the lower and higher labeled SHGC comply with the requirements of Table N1102.1.2."
Chapter 11 [RE] Energy Efficiency,N1102.4.3,N1102.4.3 (R402.4.3) Glazed Fenestration Exemption,3,Window|Door|CurtainWall,Residential (R),sd|dd|cd,assemblies_envelope,architect,Not greater than 15 square feet (1.4 m2) of glazed fenestration per dwelling unit shall be exempt from the U-factor and SHGC requirements in Section N1102.1.2. This exemption shall not apply to the component performance alternative in Section N1102.1.5.
Chapter 11 [RE] Energy Efficiency,N1102.4.4,N1102.4.4 (R402.4.4) Opaque Door Exemption,3,Door,Residential (R),sd|dd|cd,assemblies_envelope,architect,One side-hinged opaque door assembly not greater than 24 square feet(2.22 m2) in area shall be exempt from the U-factor requirement in Section N1102.1.2. This exemption shall not apply to the component performance alternative in Section N1102.1.5.
Chapter 11 [RE] Energy Efficiency,N1102.4.5,N1102.4.5 (R402.4.5) Sunroom and Heated Garage Fenestration,3,Window|Door|Slab|Roof|BuildingElementProxy,Residential (R),sd|dd|cd,assemblies_envelope,architect,"Sunrooms and heated garages enclosing conditioned space shall comply with the fenestration requirements of this code. Exception: In Climate Zones 2 through 8, for sunrooms and heated garages with thermal isolation and enclosing conditioned space, the fenestration U-factor shall not exceed 0.45 and the skylight U-factor shall not exceed 0.70. New fenestration separating a sunroom or heated garages with thermal isolation from conditioned space shall comply with the building thermal envelope requirements of this code."
Chapter 11 [RE] Energy Efficiency,N1102.5,N1102.5 (R402.5) Air Leakage,2,Wall|Roof|Window|Door|Slab,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Mercantile (M),sd|dd|cd,assemblies_envelope,architect,The building thermal envelope shall be constructed to limit air leakage in accordance with the requirements of Sections N1102.5.1 through N1102.5.5.
Chapter 11 [RE] Energy Efficiency,N1102.5.1,N1102.5.1 (R402.5.1) Building Thermal Envelope,3,Wall|Roof|Slab|Window|Door,Residential (R),sd|dd|cd,assemblies_envelope,architect,The building thermal envelope shall comply with Sections N1102.5.1.1 through N1102.5.1.3.The sealing methods between dissimilar materials shall allow for differential expansion and contraction.
