section,reference,display_title,depth,ifc_type,occupancy,design_phase,code_category,primary_responsibility,body
Chapter 14 Heating and Cooling Equipment and Appliances,M1408.2,M1408.2 Clearances,2,Slab|BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),dd|cd,mechanical_systems,mechanical_engineer,Vented floor furnaces shall be installed in accordance with their listing and the manufacturer's instructions.
Chapter 14 Heating and Cooling Equipment and Appliances,M1408.3,M1408.3 Location,2,Slab|Wall|Door|Covering,Residential (R)|Assembly (A)|Business (B),sd|dd|cd,mechanical_systems,mechanical_engineer,"Location of floor furnaces shall conform to the following requirements:Floor registers of floor furnaces shall be installed not less than 6 inches (152 mm) from a wall.Wall registers of floor furnaces shall be installed not less than 6 inches (152 mm) from the adjoining wall at inside corners.The furnace register shall be located not less than 12 inches (305 mm) from doors in any position, draperies or similar combustible objects.The furnace register shall be located not less than 5 feet (1524 mm) below any projecting combustible materials.The floor furnace burner assembly shall not project into an occupied under-floor area.The floor furnaces shall not be installed in concrete floor construction built on grade.The floor furnaces shall not be installed where a door can swing within 12 inches (305 mm) of the grille opening."
Chapter 14 Heating and Cooling Equipment and Appliances,M1408.4,M1408.4 Access,2,Slab|Floor|BuildingElementProxy,Residential (R)|Business (B)|Assembly (A),sd|dd|cd,mechanical_systems,mechanical_engineer,"An opening in the foundation not less than 18 inches by 24 inches (457 mm by 610 mm), or a trap door not less than 22 inches by 30 inches (559 mm by 762 mm) shall be provided for access to a floor furnace. The opening and passageway shall be large enough to allow replacement of any part of the equipment."
Chapter 14 Heating and Cooling Equipment and Appliances,M1408.5,M1408.5 Installation,2,Slab|BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,"Floor furnace installations shall conform to the following requirements:Thermostats controlling floor furnaces shall be located in the room in which the register of the floor furnace is located.Floor furnaces shall be supported independently of the furnace floor register.Floor furnaces shall be installed not closer than 6 inches (152 mm) to the ground. The minimum clearance shall be 2 inches (51 mm), where the lower 6 inches (152 mm) of the furnace is sealed to prevent water entry.Where excavation is required for a floor furnace installation, the excavation shall extend 30 inches (762 mm) beyond the control side of the floor furnace and 12 inches (305 mm) beyond the remaining sides. Excavations shall slope outward from the perimeter of the base of the excavation to the surrounding grade at an angle not exceeding 45 degrees (0.79 rad) from horizontal.Floor furnaces shall not be supported from the ground."
Chapter 14 Heating and Cooling Equipment and Appliances,M1409,Section M1409 Vented Wall Furnaces,1,,,,none,none,
Chapter 14 Heating and Cooling Equipment and Appliances,M1409.1,M1409.1 General,2,Wall|BuildingElementProxy,Assembly (A)|Business (B)|Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,"Oil-fired vented wall furnaces shall comply with UL 730 and shall be installed in accordance with their listing, the manufacturer's instructions and the requirements of this code."
Chapter 14 Heating and Cooling Equipment and Appliances,M1409.2,M1409.2 Location,2,Wall|Door|BuildingElementProxy,Residential (R)|Business (B)|Assembly (A),sd|dd|cd,mechanical_systems,mechanical_engineer,"The location of vented wall furnaces shall conform to the following requirements:Vented wall furnaces shall be located where they will not cause a fire hazard to walls, floors, combustible furnishings or doors. Vented wall furnaces installed between bathrooms and adjoining rooms shall not circulate air from bathrooms to other parts of the building.Vented wall furnaces shall not be located where a door can swing within 12 inches (305 mm) of the furnace air inlet or outlet measured at right angles to the opening. Doorstops or door closers shall not be installed to obtain this clearance."
Chapter 14 Heating and Cooling Equipment and Appliances,M1409.3,M1409.3 Installation,2,Wall|BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Residential (R),dd|cd,mechanical_systems,mechanical_engineer,Vented wall furnace installations shall conform to the following requirements:Required wall thicknesses shall be in accordance with the manufacturer's installation instructions.Ducts shall not be attached to a wall furnace. Casing extensions or boots shall be installed only where listed as part of a listed and labeled appliance.A manual shutoff valve shall be installed ahead of all controls.
Chapter 14 Heating and Cooling Equipment and Appliances,M1409.4,M1409.4 Access,2,Wall|BuildingElementProxy,Residential (R)|Business (B)|Institutional (I),sd|dd|cd,mechanical_systems,mechanical_engineer,"Vented wall furnaces shall be provided with access for cleaning of heating surfaces; removal of burners; replacement of sections, motors, controls, filters and other working parts; and for adjustments and lubrication of parts requiring such attention. Panels, grilles and access doors that must be removed for normal servicing operations shall not be attached to the building construction."
Chapter 14 Heating and Cooling Equipment and Appliances,M1410,Section M1410 Vented Room Heaters,1,,,,none,none,
Chapter 14 Heating and Cooling Equipment and Appliances,M1410.1,M1410.1 General,2,BuildingElementProxy,Residential (R)|Business (B)|Assembly (A),sd|dd|cd,mechanical_systems,mechanical_engineer,"Vented room heaters shall be tested in accordance with ASTM E1509 for pellet-fuel burning, UL 896 for oil-fired or UL 1482 for solid fuel-fired and installed in accordance with their listing, the manufacturer's installation instructions and the requirements of this code."
Chapter 14 Heating and Cooling Equipment and Appliances,M1410.2,M1410.2 Floor Mounting,2,Slab|Covering,Assembly (A)|Residential (R)|Business (B),dd|cd,fire_resistance_smoke_protection,architect,"Room heaters shall be installed on noncombustible floors or approved assemblies constructed of noncombustible materials that extend not less than 18 inches (457 mm) beyond the appliance on all sides. Exceptions: Listed room heaters shall be installed on noncombustible floors, assemblies constructed of noncombustible materials or floor protectors listed and labeled in accordance with UL 1618. The materials and dimensions shall be in accordance with the appliance manufacturer's instructions. Room heaters listed for installation on combustible floors without floor protection shall be installed in accordance with the appliance manufacturer's instructions."
Chapter 14 Heating and Cooling Equipment and Appliances,M1411,Section M1411 Heating and Cooling Equipment,1,,,,none,none,
Chapter 14 Heating and Cooling Equipment and Appliances,M1411.1,M1411.1 Approved Refrigerants,2,BuildingElementProxy,Business (B)|Residential (R)|Assembly (A)|Educational (E)|Institutional (I),dd|cd,mechanical_systems,mechanical_engineer,Refrigerants used in direct refrigerating systems shall conform to the applicable provisions of ANSI/ASHRAE 34.
Chapter 14 Heating and Cooling Equipment and Appliances,M1411.2,M1411.2 Refrigeration System Listing,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),dd|cd,mechanical_systems,mechanical_engineer,Refrigeration systems using Group A2L refrigerants shall be listed and labeled to UL/CSA 60335-2-40. Refrigeration systems using Group A1 refrigerants shall be listed to UL/CSA 60335-2-40 or UL 1995. The equipment shall be installed in accordance with the listing.
Chapter 14 Heating and Cooling Equipment and Appliances,M,M 1411.3 Refrigeration System Installation,2,BuildingElementProxy,Business (B)|Residential (R)|Assembly (A)|Mercantile (M)|Institutional (I),cd|ca,mechanical_systems,mechanical_engineer,"Refrigeration systems shall be installed in accordance with the manufacturer's installation instructions. After installation, the manufacturer's installation instructions, owner's manuals, service manuals and any other product literature provided with the equipment shall be attached to the indoor unit or left with the homeowner."
Chapter 14 Heating and Cooling Equipment and Appliances,M1411.4,M1411.4 Field-Installed Accessories,2,BuildingElementProxy,Business (B)|Assembly (A)|Mercantile (M)|Residential (R),dd|cd|ca,mechanical_systems,mechanical_engineer,"Field-installed accessories shall be installed in accordance with the accessory and equipment manufacturer's installation instructions. Accessories installed in the ductwork of Group A2L refrigeration systems shall not contain electric heating elements, open flames, or devices switching electrical loads greater than 2.5 kVA."
Chapter 14 Heating and Cooling Equipment and Appliances,M1411.5,M1411.5 Signs and Identification,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),cd|ca,mechanical_systems,mechanical_engineer,Each refrigeration system using Group A2L refrigerant shall have the following information legibly and permanently indicated on a markable label provided by the equipment manufacturer. Contact information of the responsible company that installed the refrigeration system.The system refrigerant charge and the refrigerant number.
Chapter 14 Heating and Cooling Equipment and Appliances,M1411.6,M1411.6 Refrigerant Charge,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),dd|cd,mechanical_systems,mechanical_engineer,Refrigeration systems shall have refrigerant charge in compliance with the equipment manufacturer's installation instructions and the requirements of the listing. Group A2L refrigerant charge for an individual refrigeration system shall not exceed 34.5 pounds (15.7 kg).
Chapter 14 Heating and Cooling Equipment and Appliances,M1411.7,M1411.7 Group A2L Refrigerant Piping Testing,2,BuildingElementProxy,Business (B)|Assembly (A)|Residential (R),cd|ca,mechanical_systems,mechanical_engineer,The piping system containing Group A2L refrigerant shall be tested in accordance with the manufacturer's installation instructions and the requirements of the listing.
Chapter 14 Heating and Cooling Equipment and Appliances,M1411.8,M1411.8 Refrigeration Coils in Warm-Air Furnaces,2,BuildingElementProxy,Business (B)|Residential (R)|Assembly (A)|Educational (E)|Institutional (I),dd|cd,mechanical_systems,mechanical_engineer,"Where a cooling coil is located in the supply plenum of a warm-air furnace, the furnace blower shall be rated at not less than 0.5-inch water column (124 Pa) static pressure unless the furnace is listed and labeled for use with a cooling coil. Cooling coils shall not be located upstream from heat exchangers unless listed and labeled for such use. Conversion of existing furnaces for use with cooling coils shall be permitted provided that the furnace will operate within the temperature rise specified for the furnace."
Chapter 14 Heating and Cooling Equipment and Appliances,M1411.9,M1411.9 Condensate Disposal,2,BuildingElementProxy|Slab,Business (B)|Residential (R)|Assembly (A)|Mercantile (M),dd|cd|ca,plumbing_systems,mechanical_engineer,"Condensate from cooling coils and evaporators shall be conveyed from the drain pan outlet to an approved place of disposal. Such piping shall maintain a minimum horizontal slope in the direction of discharge of not less than 1/8 unit vertical in 12 units horizontal (1-percent slope). Condensate shall not discharge into a street, alley or other area where it would cause a nuisance."
Chapter 14 Heating and Cooling Equipment and Appliances,M1411.9.1,M1411.9.1 Auxiliary and Secondary Drain Systems,3,BuildingElementProxy,Business (B)|Residential (R)|Assembly (A)|Institutional (I),dd|cd,mechanical_systems,mechanical_engineer,"In addition to the requirements of Section M1411.9, a secondary drain or auxiliary drain pan shall be required for each cooling or evaporator coil where damage to any building components will occur as a result of overflow from the equipment drain pan or stoppage in the condensate drain piping. Such piping shall maintain a minimum horizontal slope in the direction of discharge of not less than 1/8 unit vertical in 12 units horizontal (1-percent slope). Drain piping shall be not less than 3/4-inch (19 mm) nominal pipe size. One of the following methods shall be used:An auxiliary drain pan with a separate drain shall be installed under the coils on which condensation will occur. The auxiliary pan drain shall discharge to a conspicuous point of disposal to alert occupants in the event of a stoppage of the primary drain. The pan shall have a minimum depth of 1.5 inches (38 mm), shall be not less than 3 inches (76 mm) larger than the unit or the coil dimensions in width and length and shall be constructed of corrosion-resistant material. Galvanized sheet steel pans shall have a minimum thickness of not less than 0.0236-inch (0.6010 mm) (No. 24 Gage). Nonmetallic pans shall have a minimum thickness of not less than 0.0625 inch (1.6 mm).A separate overflow drain line shall be connected to the drain pan installed with the equipment. This overflow drain shall discharge to a conspicuous point of disposal to alert occupants in the event of a stoppage of the primary drain. The overflow drain line shall connect to the drain pan at a higher level than the primary drain connection.An auxiliary drain pan without a separate drain line shall be installed under the coils on which condensation will occur. This pan shall be equipped with a water level detection device conforming to UL 508 that will shut off the equipment served prior to overflow of the pan. The pan shall be equipped with a fitting to allow for drainage. The auxiliary drain pan shall be constructed in accordance with Item 1 of this section.A water-level detection device conforming to UL 508 shall be installed that will shut off the equipment served in the event that the primary drain is blocked. The device shall be installed in the primary drain line, the overflow drain line or the equipment-supplied drain pan, located at a point higher than the primary drain line connection and below the overflow rim of such pan."
Chapter 14 Heating and Cooling Equipment and Appliances,M1411.9.1.1,M1411.9.1.1 Water-Level Monitoring Devices,4,MechanicalSystem|Slab,Business (B)|Residential (R)|Institutional (I)|Assembly (A),dd|cd,mechanical_systems,mechanical_engineer,"On down-flow units and other coils that do not have secondary drain or provisions to install a secondary or auxiliary drain pan, a water-level monitoring device shall be installed inside the primary drain pan. This device shall shut off the equipment served in the event that the primary drain becomes restricted. Devices shall not be installed in the drain line."
Chapter 14 Heating and Cooling Equipment and Appliances,M1411.9.1.2,"M1411.9.1.2 Appliances , Equipment and Insulation in Pans",4,BuildingElementProxy|Slab|Covering,Residential (R)|Business (B)|Assembly (A),sd|dd|cd,mechanical_systems,mechanical_engineer,"Where appliances, equipment or insulation are subject to water damage when auxiliary drain pans fill, that portion of the appliance, equipment and insulation shall be installed above the rim of the pan. Supports located inside of the pan to support the appliance or equipment shall be water resistant and approved."
Chapter 14 Heating and Cooling Equipment and Appliances,M1411.9.2,M1411.9.2 Drain Pipe Materials and Sizes,3,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),dd|cd,plumbing_systems,mechanical_engineer,"Components of the condensate disposal system shall be ABS, cast iron, copper, cross-linked polyethylene, CPVC, galvanized steel, PE-RT, polyethylene, polypropylene or PVC pipe or tubing. Components shall be selected for the pressure and temperature rating of the installation. Joints and connections shall be made in accordance with the applicable provisions of Chapter 30. Condensate waste and drain line size shall be not less than 3/4-inch (19 mm) nominal diameter from the drain pan connection to the place of condensate disposal. Where the drain pipes from more than one unit are manifolded together for condensate drainage, the pipe or tubing shall be sized in accordance with an approved method."
Chapter 14 Heating and Cooling Equipment and Appliances,M1411.9.3,M1411.9.3 Drain Line Maintenance,3,PlumbingSystems,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Institutional (I),dd|cd,plumbing_systems,mechanical_engineer,Condensate drain lines shall be configured to permit the clearing of blockages and performance of maintenance without requiring the drain line to be cut.
Chapter 14 Heating and Cooling Equipment and Appliances,M1411.9.4,"M1411.9.4 Appliances, Equipment and Insulation in Pans",3,BuildingElementProxy|Slab,Assembly (A)|Business (B)|Residential (R)|Institutional (I)|Mercantile (M),dd|cd,mechanical_systems,mechanical_engineer,"Where appliances, equipment or insulation are subject to water damage when auxiliary drain pans fill, those portions of the appliances, equipment and insulation shall be installed above the flood level rim of the pan. Supports located inside of the pan to support the appliance or equipment shall be water resistant and approved."
Chapter 14 Heating and Cooling Equipment and Appliances,M1411.10,M1411.10 Condensate Pumps,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,"Condensate pumps located in uninhabitable spaces, such as attics and crawl spaces, shall be connected to the appliance or equipment served such that when the pump fails, the appliance or equipment will be prevented from operating. Pumps shall be installed in accordance with the manufacturer's instructions."
Chapter 14 Heating and Cooling Equipment and Appliances,M1411.11,M1411.11 Auxiliary Drain Pan,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,Category IV condensing appliances shall have an auxiliary drain pan where damage to any building component will occur as a result of stoppage in the condensate drainage system. These pans shall be installed in accordance with the applicable provisions of Section M1411.9.Exception: Fuel-fired appliances that automatically shut down operation in the event of a stoppage in the condensate drainage system.
Chapter 14 Heating and Cooling Equipment and Appliances,M1411.12,M1411.12 Insulation of Refrigerant Piping,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),dd|cd,mechanical_systems,mechanical_engineer,Piping and fittings for refrigerant vapor (suction) lines shall be insulated with insulation having a thermal resistivity of not less than R-3 and having external surface permeance not exceeding 0.05 perm [2.87 ng/(s × m2 × Pa)] when tested in accordance with ASTM E96.
Chapter 14 Heating and Cooling Equipment and Appliances,M1411.12.1,M1411.12.1 Refrigerant Line Insulation Protection,3,Covering|BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),dd|cd,mechanical_systems,mechanical_engineer,Refrigerant piping insulation shall be protected in accordance with Section N1103.4.1.
Chapter 14 Heating and Cooling Equipment and Appliances,M1411.13,M1411.13 Location and Protection of Refrigerant Piping,2,Roof|BuildingElementProxy,Business (B)|Educational (E)|Factory and Industrial (F)|Mercantile (M)|Residential (R),dd|cd,mechanical_systems,mechanical_engineer,Refrigerant piping installed within 11/2 inches (38 mm) of the underside of roof decks shall be protected from damage caused by nails and other fasteners.
Chapter 14 Heating and Cooling Equipment and Appliances,M1411.14,M1411.14 Support of Refrigerant Piping,2,BuildingElementProxy,Business (B)|Residential (R)|Assembly (A)|Educational (E)|Institutional (I),dd|cd,mechanical_systems,mechanical_engineer,Refrigerant piping and tubing shall be securely fastened to a permanent support within 6 feet (1829 mm) of the condensing unit.
Chapter 14 Heating and Cooling Equipment and Appliances,M1411.15,M1411.15 Locking Access Port Caps,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),cd|ca,mechanical_systems,mechanical_engineer,Refrigerant circuit access ports located outdoors shall be fitted with locking-type tamper-resistant caps or shall be otherwise secured to prevent unauthorized access.
Chapter 14 Heating and Cooling Equipment and Appliances,M1412,Section M1412 Absorption Cooling Equipment,1,,,,none,none,
Chapter 14 Heating and Cooling Equipment and Appliances,M1412.1,M1412.1 Listed Equipment,2,BuildingElementProxy,Business (B)|Residential (R)|Assembly (A)|Institutional (I)|Mercantile (M),cd|ca,mechanical_systems,mechanical_engineer,Absorption systems shall be installed in accordance with the manufacturer's instructions. Absorption equipment shall be listed and labeled in accordance with UL 1995 or UL/CSA 60335-2-40.
Chapter 14 Heating and Cooling Equipment and Appliances,M1412.2,M1412.2 Condensate Disposal,2,MechanicalSystem,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),dd|cd,mechanical_systems,mechanical_engineer,Condensate from the cooling coil shall be disposed of as provided in Section M1411.9.
